Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
115,Allen Crabbe,25,BRK,SG,75,68,29.3,4.5,11,0.407,2.7,7.1,0.378,1.8,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,4.3,1.6,0.6,0.5,1,2.2,13.2,,crabbal01
116,Bobby Portis,22,CHI,PF,73,4,22.5,5.2,11.1,0.471,1.1,3.1,0.359,4.1,8.1,0.514,0.52,1.6,2.1,0.769,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,13.2,,portibo01
117,Josh Jackson,20,PHO,SF,77,35,25.4,5.1,12.1,0.417,0.7,2.8,0.263,4.3,9.3,0.464,0.448,2.3,3.6,0.634,1.2,3.3,4.6,1.5,1,0.5,1.9,2.8,13.1,,jacksjo02
118,Ricky Rubio,27,UTA,PG,77,77,29.3,4.5,10.7,0.418,1.2,3.5,0.352,3.2,7.2,0.451,0.476,2.9,3.3,0.866,0.6,4,4.6,5.3,1.6,0.1,2.7,2.7,13.1,,rubiori01
119,Malcolm Brogdon,25,MIL,PG,48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13,,brogdma01
120,Brook Lopez,29,LAL,C,74,72,23.4,5,10.7,0.465,1.5,4.4,0.345,3.5,6.3,0.549,0.536,1.5,2.1,0.703,1,3,4,1.7,0.4,1.3,1.3,2.6,13,,lopezbr01
121,Kent Bazemore,28,ATL,SG,65,65,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,,bazemke01
122,Al Horford,31,BOS,C,72,72,31.6,5.1,10.5,0.489,1.3,3.1,0.429,3.8,7.3,0.514,0.553,1.3,1.7,0.783,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,12.9,DPOY-5AS,horfoal01
123,Jeremy Lamb,25,CHO,SG,80,18,24.6,4.8,10.4,0.457,1.2,3.2,0.37,3.6,7.2,0.495,0.513,2.2,2.6,0.861,0.6,3.4,4.1,2.3,0.8,0.4,1.2,1.7,12.9,,lambje01
124,Josh Richardson,24,MIA,SF,81,81,33.2,4.9,10.9,0.451,1.6,4.1,0.378,3.4,6.8,0.495,0.523,1.5,1.8,0.845,0.9,2.7,3.5,2.9,1.5,0.9,1.7,2.5,12.9,,richajo01
125,Trey Burke,25,NYK,PG,36,9,21.8,5.4,10.7,0.503,1.1,2.9,0.362,4.3,7.8,0.556,0.552,1,1.6,0.649,0.4,1.6,2,4.7,0.7,0.1,1.2,1.2,12.8,,burketr01
126,Willie Cauley-Stein,24,SAC,C,73,57,28,5.3,10.6,0.502,0,0.2,0.25,5.3,10.4,0.506,0.504,2.1,3.4,0.619,1.8,5.2,7,2.4,1.1,0.9,1.5,2.5,12.8,,caulewi01
127,Elfrid Payton,23,2TM,PG,63,63,28.7,5.2,10.6,0.493,0.5,1.5,0.326,4.7,9.1,0.52,0.516,1.7,2.7,0.649,1,3.3,4.3,6.2,1.3,0.3,2.7,2.3,12.7,,paytoel01
128,Elfrid Payton,23,ORL,PG,44,44,28.6,5.4,10.4,0.52,0.6,1.5,0.373,4.8,8.9,0.545,0.547,1.6,2.6,0.632,1.1,2.9,4,6.3,1.5,0.4,2.6,2.2,13,,paytoel01
129,Elfrid Payton,23,PHO,PG,19,19,29,4.8,11,0.435,0.3,1.3,0.2,4.5,9.7,0.467,0.447,1.9,2.8,0.685,0.9,4.4,5.3,6.2,1,0.3,2.8,2.6,11.8,,paytoel01
130,Wesley Matthews,31,DAL,SF,63,63,33.8,4.5,11.1,0.406,2.4,6.4,0.381,2.1,4.7,0.441,0.516,1.3,1.6,0.822,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2,12.7,,matthwe02
131,Myles Turner,21,IND,C,65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.357,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5,6.4,1.3,0.6,1.8,1.5,2.9,12.7,,turnemy01
132,Jonas Valančiūnas,25,TOR,C,77,77,22.4,5.1,8.9,0.568,0.4,1,0.405,4.7,8,0.587,0.59,2.2,2.7,0.806,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,12.7,,valanjo01
133,Robert Covington,27,PHI,SF,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2,1.7,0.9,1.6,3,12.6,DPOY-8,covinro01
134,Spencer Dinwiddie,24,BRK,PG,80,58,28.8,4.1,10.5,0.387,1.8,5.4,0.326,2.3,5.1,0.452,0.471,2.7,3.4,0.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6,,dinwisp01
135,Serge Ibaka,28,TOR,PF,76,76,27.5,5,10.3,0.483,1.4,3.9,0.36,3.6,6.4,0.559,0.552,1.2,1.6,0.797,1,5.3,6.3,0.8,0.4,1.3,1.2,2.8,12.6,,ibakase01
136,Jabari Parker,22,MIL,PF,31,3,24,5.2,10.7,0.482,1,2.6,0.383,4.2,8.1,0.514,0.529,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6,12.6,,parkeja01
137,E'Twaun Moore,28,NOP,SG,82,80,31.5,5.2,10.1,0.508,1.6,3.7,0.425,3.6,6.5,0.556,0.585,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1,0.1,1.2,2.2,12.5,,mooreet01
138,Darren Collison,30,IND,PG,69,64,29.2,4.6,9.2,0.495,1.4,3,0.468,3.2,6.3,0.508,0.571,1.8,2.1,0.882,0.5,2,2.6,5.3,1.3,0.2,1.2,1.8,12.4,,collida01
139,Derrick Favors,26,UTA,C,77,77,28,5.1,9.1,0.563,0.2,0.8,0.222,4.9,8.3,0.596,0.573,1.8,2.8,0.651,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,,favorde01
140,Patrick Beverley,29,LAC,SG,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,,beverpa01
141,Taj Gibson,32,MIN,PF,82,82,33.2,5.2,9,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,,gibsota01
142,Justin Holiday,28,CHI,SG,72,72,31.5,4,10.9,0.371,2.2,6.2,0.359,1.8,4.6,0.387,0.474,1.9,2.3,0.823,0.4,3.6,4,2.1,1.1,0.4,1.3,1.9,12.2,,holidju01
143,Marco Belinelli,31,2TM,SG,80,2,24.3,4.2,9.6,0.441,1.9,4.9,0.377,2.4,4.6,0.509,0.539,1.9,2,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,6MOY-12,belinma01
144,Marco Belinelli,31,ATL,SG,52,1,23.3,3.8,9.3,0.41,1.8,4.8,0.372,2.1,4.6,0.45,0.505,1.9,2.1,0.927,0.3,1.7,1.9,2,0.9,0.1,1,0.8,11.4,,belinma01
145,Marco Belinelli,31,PHI,SG,28,1,26.3,4.9,10,0.495,2,5.3,0.385,2.9,4.7,0.618,0.597,1.7,1.9,0.87,0.2,1.6,1.8,1.6,0.7,0.3,1.4,1.8,13.6,,belinma01
146,Gerald Green,32,HOU,SG,41,2,22.7,4.1,10.1,0.407,2.7,7.3,0.369,1.4,2.8,0.504,0.54,1.2,1.5,0.85,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,12.1,,greenge01
147,Caris LeVert,23,BRK,SF,71,10,26.3,4.5,10.4,0.435,1.2,3.5,0.347,3.3,6.9,0.48,0.493,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1,,leverca01
148,Andre Ingram,32,LAL,SG,2,0,32,4,8.5,0.471,2.5,4.5,0.556,1.5,4,0.375,0.618,1.5,1.5,1,0.5,2.5,3,3.5,1.5,1.5,1.5,1.5,12,,ingraan01
149,DeAndre Jordan,29,LAC,C,77,77,31.5,4.8,7.5,0.645,0,0,,4.8,7.5,0.645,0.645,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12,,jordade01
150,Courtney Lee,32,NYK,SG,76,69,30.4,4.5,9.9,0.454,1.5,3.7,0.406,3,6.3,0.482,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12,,leeco01
151,Dirk Nowitzki,39,DAL,C,77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12,,nowitdi01
152,Bogdan Bogdanović,25,SAC,SG,78,52,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,,bogdabo01
153,Robin Lopez,29,CHI,C,64,64,26.4,5.3,10.1,0.53,0.1,0.2,0.286,5.3,9.9,0.536,0.533,1.1,1.4,0.756,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8,,lopezro01
154,Kelly Oubre Jr.,22,WAS,SF,81,11,27.5,3.9,9.8,0.403,1.6,4.6,0.341,2.4,5.2,0.456,0.482,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1,0.4,1.1,2.9,11.8,,oubreke01
155,Thaddeus Young,29,IND,PF,81,81,32.2,5.2,10.7,0.487,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4,6.3,1.9,1.7,0.4,1.3,2.2,11.8,,youngth01
156,Trevor Ariza,32,HOU,SF,67,67,33.9,4,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2,11.7,,arizatr01
157,Tyler Johnson,25,MIA,PG,72,39,28.5,4.3,9.9,0.435,1.7,4.5,0.367,2.6,5.4,0.491,0.518,1.5,1.8,0.822,0.5,3,3.4,2.3,0.8,0.5,1.1,2.1,11.7,,johnsty01
158,J.J. Barea,33,DAL,PG,69,11,23.2,4.4,10,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0,2.1,1.2,11.6,6MOY-12,bareajo01
159,Nicolas Batum,29,CHO,SG,64,64,31,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2,0.831,0.9,3.9,4.8,5.5,1,0.4,2,1.1,11.6,,batumni01
160,De'Aaron Fox,20,SAC,PG,73,61,27.8,4.5,10.9,0.412,0.6,2.1,0.307,3.8,8.8,0.436,0.441,1.9,2.7,0.723,0.5,2.3,2.8,4.4,1,0.3,2.4,2.2,11.6,,foxde01
161,Domantas Sabonis,21,IND,C,74,19,24.5,4.6,8.9,0.514,0.2,0.5,0.351,4.4,8.4,0.524,0.524,2.3,3,0.75,2.2,5.5,7.7,2,0.5,0.4,1.9,3,11.6,,sabondo01
162,Rudy Gay,31,SAS,PF,57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,2,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5,,gayru01
163,Joe Ingles,30,UTA,SF,82,81,31.4,4.1,8.8,0.467,2.5,5.7,0.44,1.6,3.1,0.516,0.609,0.8,1,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5,,inglejo01
164,Markieff Morris,28,WAS,PF,73,73,27,4.5,9.4,0.48,1,2.8,0.367,3.5,6.6,0.529,0.536,1.4,1.8,0.82,1,4.6,5.6,1.9,0.8,0.5,1.7,3,11.5,,morrima02
165,Kelly Olynyk,26,MIA,PF,76,22,23.4,4.2,8.4,0.497,1.4,3.7,0.379,2.8,4.7,0.59,0.58,1.8,2.3,0.77,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9,11.5,6MOY-6,olynyke01
166,Dwyane Wade,36,2TM,SG,67,3,22.9,4.5,10.2,0.438,0.5,1.7,0.288,4,8.5,0.468,0.462,2,2.8,0.714,0.7,3,3.8,3.4,0.9,0.7,2.1,1.9,11.4,6MOY-10,wadedw01
167,Dwyane Wade,36,CLE,SG,46,3,23.2,4.3,9.5,0.455,0.5,1.5,0.329,3.8,7.9,0.479,0.482,2,2.9,0.701,0.8,3.1,3.9,3.5,0.9,0.7,2,1.8,11.2,,wadedw01
168,Dwyane Wade,36,MIA,SG,21,0,22.2,4.8,11.8,0.409,0.4,2,0.22,4.4,9.8,0.447,0.427,2,2.6,0.745,0.5,2.9,3.4,3.1,0.9,0.7,2.3,1.9,12,,wadedw01
169,Reggie Bullock,26,DET,SF,62,52,27.9,4.3,8.8,0.489,2,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.796,0.4,2,2.5,1.5,0.8,0.2,0.8,1.1,11.3,,bullore01
170,Terry Rozier,23,BOS,PG,80,16,25.9,4,10,0.395,1.9,5,0.381,2,5,0.41,0.491,1.4,1.9,0.772,0.8,3.9,4.7,2.9,1,0.2,1,1.5,11.3,6MOY-10,roziete01
171,Wayne Ellington,30,MIA,SG,77,2,26.5,3.7,9.1,0.407,2.9,7.5,0.392,0.8,1.6,0.479,0.569,0.9,1,0.859,0.3,2.5,2.8,1,0.7,0.1,0.7,1.2,11.2,6MOY-5,ellinwa01
172,Frank Kaminsky,24,CHO,PF,79,4,23.2,3.9,9.1,0.429,1.3,3.5,0.38,2.6,5.6,0.459,0.501,2,2.5,0.799,0.6,3.1,3.6,1.6,0.5,0.2,0.8,1.2,11.1,,kaminfr01
173,Dillon Brooks,22,MEM,SF,82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3,6.2,0.484,0.501,1.5,2,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11,,brookdi01
174,Draymond Green,27,GSW,PF,70,70,32.7,4,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11,DPOY-6AS,greendr01
175,Montrezl Harrell,24,LAC,C,76,3,17,4.6,7.2,0.635,0,0.1,0.143,4.6,7.1,0.641,0.636,1.8,2.9,0.626,1.4,2.7,4,1,0.5,0.7,0.9,1.9,11,,harremo01
176,Ersan İlyasova,30,2TM,PF,69,43,25.1,4,8.9,0.452,1.3,3.7,0.36,2.7,5.2,0.517,0.526,1.5,2,0.778,1.7,4.2,5.9,1.3,0.9,0.4,1,2.3,10.9,,ilyaser01
177,Ersan İlyasova,30,ATL,PF,46,40,25.5,4,8.7,0.459,1.3,3.7,0.359,2.7,5,0.532,0.535,1.6,2,0.8,1.6,3.8,5.5,1.1,1,0.4,0.9,2,10.9,,ilyaser01
178,Ersan İlyasova,30,PHI,PF,23,3,24.1,4,9.2,0.439,1.3,3.6,0.361,2.7,5.6,0.488,0.509,1.4,2,0.733,1.9,4.8,6.7,1.7,0.7,0.4,1.3,2.8,10.8,,ilyaser01
179,Ish Smith,29,DET,PG,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,,smithis01
180,Jeff Green,31,CLE,PF,78,14,23.4,3.8,7.9,0.477,0.7,2.2,0.312,3.1,5.7,0.54,0.52,2.6,3,0.868,0.8,2.4,3.2,1.3,0.5,0.4,1,1.9,10.8,,greenje02
181,Joe Harris,26,BRK,SG,78,14,25.3,3.9,8,0.491,1.9,4.6,0.419,2,3.4,0.589,0.612,1.1,1.3,0.827,0.7,2.7,3.3,1.6,0.4,0.3,1.2,2,10.8,,harrijo01
182,James Johnson,30,MIA,PF,73,41,26.6,4.2,8.4,0.503,0.8,2.5,0.308,3.5,5.9,0.587,0.55,1.5,2.2,0.698,0.8,4.1,4.9,3.8,1,0.7,1.9,2.6,10.8,,johnsja01
183,Damion Lee,25,ATL,SG,15,11,26.9,4.1,10.1,0.408,1,4,0.25,3.1,6.1,0.511,0.457,1.5,1.9,0.759,0.7,4,4.7,1.9,1.3,0.1,0.9,1.7,10.7,,leeda03
184,John Collins,20,ATL,PF,74,26,24.1,4.2,7.4,0.576,0.2,0.6,0.34,4,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,,collijo01
185,Greg Monroe,27,3TM,C,51,14,20.4,4.3,7.6,0.565,0,0,,4.3,7.6,0.565,0.565,1.7,2.3,0.739,2.1,4.7,6.9,2.2,0.9,0.5,1.8,1.9,10.3,,monrogr01
186,Greg Monroe,27,MIL,C,5,0,15.8,3.2,6.6,0.485,0,0,,3.2,6.6,0.485,0.485,0.4,0.8,0.5,1.2,3.8,5,1,0,0,1.2,1.4,6.8,,monrogr01
187,Greg Monroe,27,PHO,C,20,14,23.3,4.9,7.8,0.626,0,0,,4.9,7.8,0.626,0.626,1.6,2.3,0.674,2.5,5.5,8,2.5,0.8,0.3,2,2,11.3,,monrogr01
188,Greg Monroe,27,BOS,C,26,0,19.1,4,7.6,0.53,0,0,,4,7.6,0.53,0.53,2.1,2.7,0.797,2,4.3,6.3,2.3,1.1,0.7,1.8,1.8,10.2,,monrogr01
189,Jamal Crawford,37,MIN,SG,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,1.3,1.4,0.903,0.3,1,1.2,2.3,0.5,0.1,1.2,1.1,10.3,,crawfja01
190,JaMychal Green,27,MEM,PF,55,54,28,4.1,8.9,0.457,0.8,2.3,0.339,3.3,6.6,0.499,0.501,1.5,2,0.721,2.7,5.8,8.4,1.4,0.6,0.5,1.4,2.8,10.3,,greenja01
191,D.J. Augustin,30,ORL,PG,75,36,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,0.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0,1.6,1.3,10.2,,augusdj01
192,Lonzo Ball,20,LAL,PG,52,50,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,,balllo01
193,Yogi Ferrell,24,DAL,SG,82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1,1.3,0.796,0.3,2.7,3,2.5,0.8,0.1,1,1.9,10.2,,ferreyo01
194,Marcus Smart,23,BOS,SG,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,,smartma01
195,Denzel Valentine,24,CHI,SG,77,37,27.2,3.9,9.4,0.417,1.9,4.8,0.386,2.1,4.6,0.45,0.517,0.5,0.7,0.745,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,10.2,,valende01
196,Pau Gasol,37,SAS,C,77,63,23.5,3.7,8.1,0.458,0.6,1.6,0.358,3.2,6.6,0.481,0.492,2.1,2.7,0.756,1.7,6.4,8,3.1,0.3,1,1.4,1.6,10.1,,gasolpa01
197,George Hill,31,2TM,PG,67,60,27,3.5,7.7,0.46,1.3,3.1,0.415,2.3,4.6,0.49,0.543,1.6,2.1,0.786,0.6,2.1,2.7,2.8,0.9,0.4,1.3,1.9,10,,hillge01
198,George Hill,31,SAC,PG,43,36,26.6,3.6,7.6,0.469,1.3,3,0.453,2.2,4.6,0.48,0.558,1.8,2.3,0.778,0.5,2.2,2.7,2.8,0.9,0.3,1.4,1.7,10.3,,hillge01
199,George Hill,31,CLE,PG,24,24,27.9,3.5,7.8,0.444,1.1,3.2,0.351,2.3,4.6,0.509,0.516,1.4,1.7,0.805,0.8,1.8,2.7,2.8,0.9,0.6,1.2,2.2,9.4,,hillge01
200,Wilson Chandler,30,DEN,SF,74,71,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4,5.4,2.1,0.6,0.5,1.2,2.1,10,,chandwi01
201,Dewayne Dedmon,28,ATL,C,62,46,24.9,4,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10,,dedmode01
202,C.J. Miles,30,TOR,SF,70,3,19.1,3.2,8.6,0.379,2.3,6.5,0.361,0.9,2.1,0.434,0.516,1.2,1.4,0.835,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10,,milescj01
203,Patty Mills,29,SAS,PG,82,36,25.7,3.4,8.3,0.411,1.9,5,0.372,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10,,millspa02
204,Trey Lyles,22,DEN,PF,73,2,19.1,3.7,7.5,0.491,1.1,3,0.381,2.6,4.5,0.563,0.566,1.4,2,0.706,0.8,4,4.8,1.2,0.4,0.5,0.8,1.5,9.9,,lylestr01
205,Jae Crowder,27,2TM,SF,80,47,26.1,3.4,8.4,0.404,1.4,4.3,0.323,2,4.1,0.488,0.486,1.5,1.9,0.818,0.7,2.7,3.4,1.2,0.8,0.3,0.9,2.3,9.7,,crowdja01
206,Jae Crowder,27,CLE,SF,53,47,25.4,3,7.1,0.418,1.2,3.6,0.328,1.8,3.5,0.508,0.5,1.5,1.7,0.848,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,8.6,,crowdja01
207,Jae Crowder,27,UTA,SF,27,0,27.6,4.2,10.9,0.386,1.8,5.6,0.316,2.4,5.3,0.462,0.468,1.6,2.1,0.768,0.7,3.1,3.8,1.5,0.9,0.3,1.2,2.3,11.8,,crowdja01
208,Tyrone Wallace,23,LAC,PG,30,19,28.4,3.7,8.2,0.445,0.3,1.3,0.25,3.3,6.9,0.483,0.466,2,2.6,0.782,0.7,2.8,3.5,2.4,0.9,0.4,1.5,2.8,9.7,,wallaty01
209,Mario Hezonja,22,ORL,SF,75,30,22.1,3.6,8.2,0.442,1.2,3.6,0.337,2.4,4.7,0.523,0.515,1.1,1.4,0.819,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6,,hezonma01
210,Quinn Cook,24,GSW,PG,33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0,1,1.8,9.5,,cookqu01
211,Andrew Harrison,23,MEM,PG,56,46,23.7,3.2,7.7,0.422,0.8,2.5,0.331,2.4,5.1,0.467,0.477,2.2,2.8,0.78,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5,,harrian01
212,Miloš Teodosić,30,LAC,PG,45,36,25.2,3.4,8,0.419,2,5.2,0.379,1.4,2.8,0.492,0.542,0.9,1,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5,,teodomi01
213,Marvin Williams,31,CHO,PF,78,78,25.7,3.3,7.2,0.458,1.6,3.9,0.413,1.7,3.3,0.512,0.57,1.3,1.6,0.829,0.9,3.8,4.7,1.2,0.7,0.5,0.8,1.5,9.5,,willima02
214,Mike James,27,2TM,PG,36,10,19.1,3.4,8.9,0.383,0.7,2.7,0.265,2.7,6.2,0.435,0.424,1.8,2.3,0.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3,,jamesmi02
215,Mike James,27,PHO,PG,32,10,20.9,3.8,9.8,0.388,0.8,3,0.268,3,6.7,0.442,0.429,2,2.6,0.762,0.4,2.4,2.8,3.8,0.8,0.2,1.5,1.4,10.4,,jamesmi02
216,Mike James,27,NOP,PG,4,0,4.5,0.5,2.3,0.222,0,0.3,0,0.5,2,0.25,0.222,0,0,,0.3,0,0.3,1.5,0.3,0,0.3,0.8,1,,jamesmi02
217,Al-Farouq Aminu,27,POR,PF,69,67,30,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2,9.3,,aminual01
218,Ryan Anderson,29,HOU,PF,66,50,26.1,3.1,7.3,0.431,2,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5,0.9,0.4,0.3,0.6,1.9,9.3,,anderry01
219,Wayne Selden,23,MEM,SG,35,9,19.8,3.3,7.7,0.431,1.4,3.5,0.402,1.9,4.2,0.456,0.522,1.3,1.7,0.746,0.5,1.1,1.6,1.9,0.5,0.1,1.5,1.7,9.3,,seldewa01
220,Michael Kidd-Gilchrist,24,CHO,SF,74,74,25,3.8,7.6,0.504,0,0,0,3.8,7.5,0.505,0.504,1.6,2.3,0.684,1.1,2.9,4.1,1,0.7,0.4,0.7,1.9,9.2,,kiddgmi01
221,Kyle Korver,36,CLE,SG,73,4,21.6,3,6.6,0.459,2.2,5.2,0.436,0.8,1.5,0.537,0.628,0.9,1,0.889,0.1,2.1,2.3,1.2,0.4,0.4,0.8,1.8,9.2,,korveky01
222,Lance Stephenson,27,IND,SG,82,7,22.6,3.7,8.6,0.427,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,,stephla01
223,Troy Daniels,26,PHO,SG,79,15,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.7,0.8,0.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,,danietr01
224,Manu Ginóbili,40,SAS,SG,65,0,20,3.1,7.1,0.434,1,3,0.333,2.1,4.2,0.506,0.503,1.7,2,0.84,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,,ginobma01
225,Anthony Tolliver,32,DET,PF,79,14,22.2,2.8,6,0.464,2,4.6,0.436,0.8,1.4,0.561,0.632,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9,,tollian01
226,John Henson,27,MIL,C,76,69,25.9,3.8,6.6,0.572,0,0.1,0.143,3.8,6.5,0.578,0.573,1.2,2.1,0.57,2,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8,,hensojo01
227,Cameron Payne,23,CHI,PG,25,14,23.3,3.5,8.6,0.405,1.4,3.6,0.385,2.1,5,0.419,0.486,0.5,0.6,0.75,0.7,2,2.8,4.5,1,0.4,1.4,1.8,8.8,,payneca01
228,Mike Scott,29,WAS,PF,76,1,18.5,3.6,6.9,0.527,0.9,2.1,0.405,2.8,4.8,0.582,0.59,0.7,1,0.658,0.7,2.6,3.3,1.1,0.3,0.1,1,1.9,8.8,,scottmi01
229,Larry Nance Jr.,25,2TM,C,66,26,21.5,3.6,6.3,0.581,0,0.2,0.167,3.6,6.1,0.594,0.584,1.4,2.1,0.664,2.4,4.4,6.8,1.2,1.3,0.6,0.8,2.6,8.7,,nancela02
230,Larry Nance Jr.,25,LAL,C,42,17,22,3.6,6,0.601,0,0.1,0.25,3.6,5.9,0.606,0.603,1.3,2.1,0.632,2.6,4.2,6.8,1.4,1.4,0.5,1,2.7,8.6,,nancela02
