Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Latasha Byears,SAC,G-F,30,828,30,26,828,181,400,0.453,4,18,0.222,177,382,0.463,61,92,0.663,85,197,29,43,13,71,121,427
Deborah Carter,WAS,G-F,29,434,29,6,434,39,144,0.271,12,49,0.245,27,95,0.284,21,26,0.808,20,65,23,16,4,40,57,111
Elisabeth Cebrian,NYL,C,22,187,22,0,187,15,35,0.429,0,0,,15,35,0.429,8,14,0.571,12,27,8,1,7,20,32,38
Keri Chaconas,WAS,G,30,397,30,1,397,44,148,0.297,30,105,0.286,14,43,0.326,26,33,0.788,7,24,38,13,0,49,53,144
Sonia Chase,CHA,G,23,166,23,0,166,14,28,0.5,0,0,,14,28,0.5,6,6,1,5,14,13,5,0,13,16,34
Katrina Colleton,LAS,F,30,575,30,14,575,30,99,0.303,5,19,0.263,25,80,0.313,15,18,0.833,25,51,47,18,11,29,44,80
Andrea Congreaves,CHA,F-C,24,372,24,10,372,35,81,0.432,15,51,0.294,20,30,0.667,19,21,0.905,18,71,36,11,5,23,37,104
Cynthia Cooper*,HOU,G,30,1051,30,30,1051,203,455,0.446,64,160,0.4,139,295,0.471,210,246,0.854,25,110,131,48,11,95,65,680
Tamecka Dixon,LAS,G,22,710,22,22,710,124,283,0.438,21,59,0.356,103,224,0.46,88,113,0.779,13,56,54,24,8,57,67,357
Nadine Domond,SAC,G,9,92,9,0,92,10,33,0.303,3,16,0.188,7,17,0.412,4,4,1,6,9,9,7,1,11,13,27
Margo Dydek,UTA,C,30,839,30,30,839,146,303,0.482,1,7,0.143,145,296,0.49,93,127,0.732,41,227,53,14,114,108,126,386
Michelle Edwards,CLE,G,23,533,23,9,533,68,163,0.417,11,34,0.324,57,129,0.442,31,50,0.62,6,52,65,23,1,46,42,178
Allison Feaster,LAS,F,3,41,3,0,41,3,14,0.214,2,10,0.2,1,4,0.25,2,2,1,1,2,3,2,0,4,10,10
Isabelle Fijalkowski,CLE,F-C,28,806,28,23,806,146,267,0.547,4,10,0.4,142,257,0.553,87,106,0.821,59,192,58,17,27,81,115,383
Kisha Ford,NYL,G-F,30,471,30,0,471,60,138,0.435,2,11,0.182,58,127,0.457,25,40,0.625,23,37,23,32,2,16,68,147
Toni Foster,PHO,F-C,16,218,16,5,218,28,60,0.467,0,0,,28,60,0.467,23,30,0.767,10,30,19,14,5,15,20,79
Jennifer Gillom,PHO,F-C,30,962,30,30,962,229,493,0.465,31,82,0.378,198,411,0.482,137,195,0.703,62,219,42,50,10,89,94,626
Bridgette Gordon,SAC,F,22,253,22,5,253,25,64,0.391,0,8,0,25,56,0.446,9,16,0.563,11,30,9,8,0,30,27,59
Margo Graham,WAS,C,9,49,9,0,49,8,19,0.421,0,0,,8,19,0.421,2,4,0.5,8,13,1,1,1,8,14,18
Lady Grooms,SAC,F,30,792,30,29,792,75,154,0.487,1,6,0.167,74,148,0.5,63,94,0.67,37,80,48,20,3,52,35,214
Wanda Guyton,HOU,C,1,14,1,1,14,0,1,0,0,0,,0,1,0,0,0,,0,0,0,1,1,2,4,0
Mikiko Hagiwara,PHO,G,10,59,10,0,59,8,21,0.381,4,12,0.333,4,9,0.444,2,3,0.667,0,2,3,0,0,5,4,22
Angie Hamblin,DET,G-F,6,29,6,0,29,2,8,0.25,1,2,0.5,1,6,0.167,1,2,0.5,2,7,2,1,0,7,4,6
Kym Hampton,NYL,C,30,745,30,30,745,98,217,0.452,0,1,0,98,216,0.454,78,109,0.716,53,181,26,33,15,62,90,274
Fran Harris,UTA,G-F,18,353,18,12,353,28,79,0.354,5,16,0.313,23,63,0.365,10,12,0.833,14,39,30,13,1,17,33,71
Kristi Harrower,PHO,G,30,355,30,0,355,19,52,0.365,11,32,0.344,8,20,0.4,21,28,0.75,2,21,52,15,3,31,25,70
Dena Head,UTA,G,30,467,30,14,467,36,85,0.424,13,27,0.481,23,58,0.397,23,33,0.697,14,52,37,30,0,44,40,108
Korie Hlede,DET,G,27,912,27,27,912,135,345,0.391,29,74,0.392,106,271,0.391,83,103,0.806,39,141,73,21,1,88,66,382
Angela Jackson,WAS,C,7,36,7,0,36,3,6,0.5,0,0,,3,6,0.5,4,6,0.667,3,4,0,1,2,0,10,10
Adrienne Johnson,CLE,G,29,330,29,0,330,53,116,0.457,14,33,0.424,39,83,0.47,13,18,0.722,17,48,15,7,4,24,35,133
LaTonya Johnson,UTA,F,28,490,28,8,490,58,145,0.4,14,49,0.286,44,96,0.458,21,34,0.618,14,54,20,11,1,42,42,151
Leslie Johnson,WAS,F,6,15,6,0,15,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,1,0,0,4,3,2
Pollyanna Johns Kimbrough,CHA,C,24,180,24,0,180,22,45,0.489,0,0,,22,45,0.489,18,28,0.643,14,37,6,3,2,9,9,62
Tiffani Johnson,SAC,C,6,32,6,0,32,0,6,0,0,0,,0,6,0,2,4,0.5,3,10,0,2,0,3,5,2
Vickie Johnson,NYL,G-F,30,905,30,30,905,146,327,0.446,21,56,0.375,125,271,0.461,63,82,0.768,44,114,74,31,7,45,70,376
Merlakia Jones,CLE,G,30,683,30,21,683,109,235,0.464,7,20,0.35,102,215,0.474,61,81,0.753,28,95,39,32,3,52,69,286
Aneta Kausaite,DET,F,10,58,10,0,58,5,20,0.25,0,2,0,5,18,0.278,4,7,0.571,8,11,1,3,0,3,4,14
Tanja Kostic,CLE,F,5,30,5,0,30,2,3,0.667,0,0,,2,3,0.667,1,2,0.5,1,2,2,0,0,3,2,5
Andrea Kuklova,PHO,G-F,29,340,29,2,340,38,95,0.4,1,7,0.143,37,88,0.42,20,36,0.556,19,37,31,18,4,40,40,97
Monica Lamb,HOU,C,30,649,30,25,649,66,122,0.541,0,0,,66,122,0.541,29,42,0.69,62,142,9,24,21,27,87,161
Lisa Leslie*,LAS,C,28,898,28,28,898,202,423,0.478,9,23,0.391,193,400,0.483,136,177,0.768,77,285,70,42,60,102,121,549
Rebecca Lobo*,NYL,C,30,875,30,30,875,136,281,0.484,12,39,0.308,124,242,0.512,66,93,0.71,70,207,44,17,33,67,98,350
Mwadi Mabika,LAS,G,29,710,29,23,710,87,257,0.339,33,107,0.308,54,150,0.36,30,43,0.698,29,127,44,30,9,37,73,237
Sharon Manning,CHA,F-C,30,575,30,6,575,59,134,0.44,0,2,0,59,132,0.447,44,66,0.667,60,166,30,32,7,43,62,162
Rhonda Mapp,CHA,C,21,456,21,14,456,83,164,0.506,1,10,0.1,82,154,0.532,45,60,0.75,35,89,33,13,8,39,60,212
Suzie McConnell Serio,CLE,G,28,882,28,28,882,80,176,0.455,29,71,0.408,51,105,0.486,51,70,0.729,8,62,178,49,5,104,48,240
Nikki McCray,WAS,G,29,969,29,28,969,191,457,0.418,23,73,0.315,168,384,0.438,107,143,0.748,34,85,90,43,2,125,81,512
Pamela McGee,LAS,F-C,30,570,30,22,570,80,183,0.437,0,4,0,80,179,0.447,43,70,0.614,62,145,13,23,24,54,104,203
Penny Moore,WAS,F,29,756,29,26,756,93,271,0.343,19,92,0.207,74,179,0.413,33,46,0.717,35,108,46,44,20,61,58,238
Yolanda Moore,HOU,F-C,30,533,30,4,533,32,71,0.451,1,2,0.5,31,69,0.449,33,41,0.805,32,86,10,26,0,20,54,98
Eva Nemcova,CLE,F,30,972,30,30,972,131,281,0.466,28,62,0.452,103,219,0.47,67,75,0.893,28,111,67,33,21,64,77,357
Murriel Page,WAS,F,30,955,30,30,955,104,217,0.479,0,2,0,104,215,0.484,41,65,0.631,81,208,40,19,13,57,97,249
Wendy Palmer,UTA,F,28,761,28,21,761,145,307,0.472,6,17,0.353,139,290,0.479,81,124,0.653,70,186,30,18,5,56,75,377
Tia Paschal,CHA,F,20,110,20,0,110,11,37,0.297,1,4,0.25,10,33,0.303,4,6,0.667,4,15,9,8,0,11,12,27
Ticha Penicheiro,SAC,G,30,1080,30,30,1080,55,165,0.333,10,43,0.233,45,122,0.369,70,109,0.642,13,141,224,67,3,116,90,190
Kim Perrot,HOU,G,30,986,30,30,986,88,218,0.404,29,108,0.269,59,110,0.536,49,70,0.7,17,92,142,84,0,82,70,254
Bridget Pettis,PHO,G,30,849,30,28,849,113,300,0.377,35,123,0.285,78,177,0.441,77,89,0.865,34,103,62,29,9,62,75,338
Franthea Price,SAC,G,26,379,26,1,379,43,115,0.374,28,78,0.359,15,37,0.405,13,18,0.722,7,44,35,20,2,32,29,127
Brandy Reed,PHO,F,24,254,24,0,254,50,95,0.526,2,8,0.25,48,87,0.552,22,31,0.71,36,78,20,18,7,33,30,124
Michelle Reed,LAS,G-F,9,49,9,0,49,3,11,0.273,1,4,0.25,2,7,0.286,7,12,0.583,2,11,2,2,1,6,4,14
Tracy Reid,CHA,F,30,966,30,30,966,151,310,0.487,0,2,0,151,308,0.49,111,181,0.613,60,157,46,40,12,71,59,413
Tammi Reiss,UTA,G,22,477,22,17,477,54,134,0.403,16,54,0.296,38,80,0.475,19,29,0.655,14,39,48,11,1,25,32,143
Nyree Roberts,HOU,C,14,55,14,0,55,6,7,0.857,0,0,,6,7,0.857,4,7,0.571,3,10,2,1,0,4,3,16
Eugenia Rycraw,LAS,C,20,226,20,4,226,15,32,0.469,0,0,,15,32,0.469,16,22,0.727,17,50,4,7,18,14,27,46
Alessandra Santos de Oliveira,WAS,C,16,481,16,12,481,63,122,0.516,0,0,,63,122,0.516,50,108,0.463,60,129,1,12,7,55,45,176
Olympia Scott,UTA,C,29,466,29,1,466,58,135,0.43,1,5,0.2,57,130,0.438,37,65,0.569,37,85,22,24,10,49,78,154
Raegan Pebley,CLE,F-C,22,167,22,0,167,14,38,0.368,0,2,0,14,36,0.389,10,12,0.833,5,29,7,3,5,9,24,38
Adrienne Shuler,WAS,G,25,363,25,12,363,31,84,0.369,13,38,0.342,18,46,0.391,14,17,0.824,12,52,48,23,3,41,52,89
Christy Smith,CHA,G,24,448,24,18,448,27,75,0.36,18,57,0.316,9,18,0.5,17,20,0.85,3,34,71,10,0,48,34,89
Tangela Smith,SAC,C,28,707,28,10,707,112,278,0.403,5,14,0.357,107,264,0.405,40,54,0.741,45,129,31,17,46,46,78,269
Leila Sobral,WAS,F,15,71,15,0,71,6,25,0.24,3,11,0.273,3,14,0.214,10,15,0.667,3,10,6,5,2,9,14,25
Rachael Sporn,DET,F,30,535,30,1,535,60,147,0.408,0,0,,60,147,0.408,16,32,0.5,51,108,38,8,12,34,58,136
Maria Stepanova,PHO,C,20,130,20,0,130,26,61,0.426,0,0,,26,61,0.426,14,22,0.636,17,38,7,3,11,9,29,66
Rehema Stephens,SAC,G,8,81,8,0,81,11,41,0.268,2,12,0.167,9,29,0.31,2,4,0.5,7,10,4,2,1,11,8,26
Andrea Stinson,CHA,G,30,1046,30,30,1046,173,414,0.418,29,103,0.282,144,311,0.463,75,100,0.75,29,138,134,54,15,77,72,450
Tora Suber,CHA,G,30,682,30,12,682,58,185,0.314,36,116,0.31,22,69,0.319,29,46,0.63,12,53,86,30,1,44,55,181
Sheryl Swoopes*,HOU,F-G,29,937,29,29,937,173,405,0.427,36,100,0.36,137,305,0.449,71,86,0.826,39,149,62,72,14,58,42,453
Alicia Thompson,NYL,F,19,126,19,0,126,9,39,0.231,1,1,1,8,38,0.211,12,19,0.632,7,24,4,1,2,8,12,31
Tina Thompson*,HOU,F,27,874,27,27,874,121,289,0.419,37,103,0.359,84,186,0.452,63,74,0.851,65,192,24,31,25,47,89,342
Michele Timms*,PHO,G,30,934,30,30,934,71,223,0.318,31,104,0.298,40,119,0.336,34,49,0.694,18,74,158,38,4,69,76,207
Penny Toler,LAS,G,30,945,30,30,945,145,349,0.415,25,60,0.417,120,289,0.415,55,74,0.743,37,106,143,32,3,101,77,370
Chantel Tremitiere,UTA,G,28,709,28,18,709,48,132,0.364,18,49,0.367,30,83,0.361,41,54,0.759,13,62,102,22,2,42,53,155
Trena Trice,NYL,F-C,10,77,10,0,77,7,17,0.412,0,0,,7,17,0.412,7,11,0.636,7,18,1,0,3,7,12,21
Mfon Udoka,DET,F,3,25,3,0,25,1,6,0.167,0,0,,1,6,0.167,2,4,0.5,1,3,0,0,0,1,3,4
Amaya Valdemoro,HOU,F,16,61,16,0,61,8,16,0.5,2,5,0.4,6,11,0.545,12,17,0.706,2,10,7,7,1,17,8,30
Sandra Van Embricqs,LAS,F-C,28,470,28,2,470,43,89,0.483,0,0,,43,89,0.483,8,16,0.5,34,75,16,24,9,19,57,94
Coquese Washington,NYL,G,28,226,28,0,226,15,51,0.294,5,21,0.238,10,30,0.333,18,26,0.692,5,26,44,17,0,37,31,53
Teresa Weatherspoon*,NYL,G,30,1002,30,30,1002,73,188,0.388,16,49,0.327,57,139,0.41,42,69,0.609,20,120,191,100,0,96,85,204
Umeki Webb,PHO,G-F,30,846,30,30,846,58,160,0.363,4,14,0.286,54,146,0.37,39,59,0.661,47,116,92,47,21,41,105,159
Sue Wicks,NYL,F,30,444,30,0,444,46,107,0.43,0,3,0,46,104,0.442,36,45,0.8,40,83,36,16,10,48,66,128
Jamila Wideman,LAS,G,25,329,25,0,329,12,43,0.279,3,12,0.25,9,31,0.29,21,29,0.724,5,22,57,10,1,34,28,48
Kim Williams,UTA,G,30,543,30,10,543,91,223,0.408,9,28,0.321,82,195,0.421,36,49,0.735,24,58,46,43,6,66,74,227
Rita Williams,WAS,G,30,712,30,18,712,41,127,0.323,12,55,0.218,29,72,0.403,38,60,0.633,13,68,69,63,2,69,51,132
Sophia Witherspoon,NYL,G,30,898,30,30,898,144,359,0.401,33,96,0.344,111,263,0.422,92,117,0.786,33,91,57,40,4,73,54,413
Lynette Woodard*,DET,G,27,383,27,8,383,36,93,0.387,0,0,,36,93,0.387,23,40,0.575,31,66,22,22,3,31,33,95
Tiffany Woosley,HOU,G,18,96,18,0,96,7,23,0.304,3,12,0.25,4,11,0.364,5,7,0.714,3,7,9,8,0,13,9,22
Haixia Zheng,LAS,C,6,98,6,2,98,20,32,0.625,0,0,,20,32,0.625,5,7,0.714,8,26,3,0,1,6,11,45
Erin Alexander,TOT,G,20,141,20,0,141,12,44,0.273,11,35,0.314,1,9,0.111,4,4,1,8,18,9,3,0,12,18,39
Tammy Jackson,TOT,F-C,21,174,21,0,174,10,24,0.417,0,0,,10,24,0.417,8,13,0.615,7,25,6,4,5,14,34,28
Pauline Jordan,TOT,F-C,24,277,24,0,277,26,69,0.377,0,1,0,26,68,0.382,22,35,0.629,15,49,20,14,12,25,48,74
Erin Alexander,LAS,G,8,73,8,0,73,7,22,0.318,6,16,0.375,1,6,0.167,2,2,1,8,15,6,2,0,7,11,22
Tammy Jackson,WAS,F-C,2,14,2,0,14,2,3,0.667,0,0,,2,3,0.667,0,2,0,1,4,0,0,0,0,3,4
Pauline Jordan,PHO,F-C,6,30,6,0,30,5,8,0.625,0,0,,5,8,0.625,5,7,0.714,1,5,4,0,0,1,4,15
Erin Alexander,UTA,G,12,68,12,0,68,5,22,0.227,5,19,0.263,0,3,0,2,2,1,0,3,3,1,0,5,7,17
Tammy Jackson,HOU,F-C,19,160,19,0,160,8,21,0.381,0,0,,8,21,0.381,8,11,0.727,6,21,6,4,5,14,31,24
Pauline Jordan,SAC,F-C,18,247,18,0,247,21,61,0.344,0,1,0,21,60,0.35,17,28,0.607,14,44,16,14,12,24,44,59
