Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Katie Douglas,CON,G-F,32,998,32,32,998,119,288,0.413,31,110,0.282,88,178,0.494,82,106,0.774,45,130,94,48,4,54,57,351
Margo Dydek,CON,C,31,671,31,30,671,87,162,0.537,1,2,0.5,86,160,0.538,50,65,0.769,27,195,38,8,71,47,62,225
Simone Edwards,SEA,C,28,201,28,0,201,24,41,0.585,0,0,,24,41,0.585,7,12,0.583,9,31,3,4,2,4,13,55
Shyra Ely-Gash,SAS,F,31,528,31,11,528,50,132,0.379,9,31,0.29,41,101,0.406,30,39,0.769,11,62,27,7,4,33,42,139
Barbara Farris,DET,F-C,34,444,34,1,444,25,73,0.342,0,0,,25,73,0.342,33,54,0.611,31,84,19,8,1,43,55,83
Allison Feaster,CHA,F,21,666,21,21,666,61,162,0.377,37,86,0.43,24,76,0.316,33,39,0.846,9,37,51,14,2,38,52,192
Sui Feifei,SAC,G,5,24,5,0,24,1,6,0.167,1,1,1,0,5,0,4,4,1,0,1,3,0,0,2,3,7
Marie Ferdinand-Harris,SAS,G,31,999,31,31,999,132,358,0.369,20,65,0.308,112,293,0.382,104,134,0.776,40,116,68,46,5,70,74,388
Cheryl Ford,DET,F,33,932,33,33,932,120,279,0.43,0,0,,120,279,0.43,73,150,0.487,113,322,26,33,46,69,143,313
La'Keshia Frett,NYL,F,33,361,33,1,361,42,88,0.477,0,0,,42,88,0.477,14,19,0.737,15,38,18,12,4,18,52,98
Yolanda Griffith*,SAC,C-F,34,962,34,33,962,173,357,0.485,0,0,,173,357,0.485,123,174,0.707,87,223,52,42,31,68,98,469
Gordana Grubin,LAS,G,9,41,9,0,41,0,8,0,0,2,0,0,6,0,1,4,0.25,1,6,5,1,0,2,4,1
Becky Hammon*,NYL,G,34,1165,34,34,1165,145,336,0.432,65,178,0.365,80,158,0.506,118,131,0.901,20,114,146,60,2,107,77,473
Lisa Harrison,PHO,F,27,297,27,2,297,15,34,0.441,0,1,0,15,33,0.455,11,14,0.786,13,39,10,5,1,12,33,41
Kristi Harrower,MIN,G,34,832,34,34,832,53,151,0.351,22,68,0.324,31,83,0.373,28,36,0.778,11,82,96,38,1,54,37,156
Vanessa Hayden,MIN,C,31,595,31,25,595,103,238,0.433,0,0,,103,238,0.433,40,72,0.556,48,163,23,15,68,63,110,246
Kristin Haynie,SAC,G,30,434,30,0,434,40,117,0.342,5,32,0.156,35,85,0.412,19,23,0.826,19,62,43,33,1,35,41,104
Doneeka Lewis,LAS,G,32,669,32,11,669,65,157,0.414,31,69,0.449,34,88,0.386,17,25,0.68,8,47,77,18,7,48,35,178
Roneeka Hodges,HOU,G,26,188,26,0,188,13,47,0.277,5,26,0.192,8,21,0.381,2,2,1,9,17,7,3,0,3,8,33
Ebony Hoffman,IND,F,33,497,33,0,497,47,116,0.405,1,2,0.5,46,114,0.404,25,30,0.833,34,97,16,21,10,23,59,120
Chamique Holdsclaw,LAS,F,33,1183,33,33,1183,216,450,0.48,3,13,0.231,213,437,0.487,126,160,0.788,86,223,104,38,16,99,94,561
Sandora Irvin,PHO,F,12,122,12,0,122,14,44,0.318,4,8,0.5,10,36,0.278,12,15,0.8,16,34,5,5,6,2,20,44
Dalma Ivanyi,SAS,G,30,577,30,14,577,25,67,0.373,20,45,0.444,5,22,0.227,5,8,0.625,5,50,68,26,0,53,48,75
Deanna Jackson,IND,F,34,472,34,0,472,56,139,0.403,0,3,0,56,136,0.412,50,68,0.735,37,77,23,17,12,32,55,162
Gwen Jackson,PHO,F,11,121,11,2,121,13,26,0.5,2,4,0.5,11,22,0.5,3,6,0.5,8,23,3,0,3,10,12,31
Lauren Jackson*,SEA,F-C,34,1176,34,34,1176,206,450,0.458,34,118,0.288,172,332,0.518,151,181,0.834,96,313,57,36,67,59,100,597
Tamicha Jackson,WAS,G,8,68,8,0,68,4,26,0.154,1,9,0.111,3,17,0.176,0,2,0,1,6,10,5,0,4,5,9
Amber Jacobs,MIN,G,33,478,33,0,478,40,104,0.385,20,53,0.377,20,51,0.392,21,29,0.724,4,19,68,19,4,46,34,121
Shannon Johnson,SAS,G,34,1104,34,33,1104,88,241,0.365,28,90,0.311,60,151,0.397,113,136,0.831,17,91,158,46,5,113,78,317
Temeka Johnson,WAS,G,34,973,34,34,973,125,273,0.458,13,43,0.302,112,230,0.487,52,66,0.788,13,104,177,44,1,88,99,315
Vickie Johnson,NYL,G-F,34,1023,34,34,1023,129,272,0.474,30,84,0.357,99,188,0.527,65,84,0.774,37,118,92,23,2,44,56,353
Asjha Jones,CON,F,33,705,33,4,705,133,275,0.484,2,5,0.4,131,270,0.485,33,56,0.589,54,121,40,10,7,51,70,301
Susan King Borchardt,MIN,G,3,17,3,0,17,0,1,0,0,0,,0,1,0,3,4,0.75,0,1,1,0,1,0,2,3
Laurie Koehn,WAS,G,30,229,30,0,229,37,79,0.468,35,75,0.467,2,4,0.5,4,5,0.8,4,11,10,2,0,6,15,113
Cathrine Kraayeveld,NYL,F,17,196,17,0,196,23,55,0.418,9,24,0.375,14,31,0.452,14,15,0.933,13,27,5,4,8,17,21,69
Sheila Lambert,DET,G,12,152,12,5,152,14,45,0.311,1,7,0.143,13,38,0.342,4,5,0.8,2,17,21,8,1,24,11,33
Amanda Lassiter,MIN,F,31,388,31,3,388,38,115,0.33,24,72,0.333,14,43,0.326,7,11,0.636,10,46,23,14,4,29,55,107
Kara Lawson,SAC,G,24,508,24,1,508,65,148,0.439,36,81,0.444,29,67,0.433,26,31,0.839,7,33,37,13,3,22,28,192
Betty Lennox,SEA,G,28,800,28,26,800,123,314,0.392,24,78,0.308,99,236,0.419,76,87,0.874,21,124,57,35,5,75,82,346
Lisa Leslie*,LAS,C,34,1096,34,34,1096,204,464,0.44,7,34,0.206,197,430,0.458,102,174,0.586,70,248,87,67,71,100,122,517
Stacey Lovelace,MIN,C,34,594,34,2,594,70,173,0.405,26,63,0.413,44,110,0.4,43,54,0.796,35,107,31,24,11,37,57,209
Sancho Lyttle,HOU,F,33,460,33,0,460,59,101,0.584,0,0,,59,101,0.584,22,40,0.55,35,125,17,20,3,23,45,140
Mwadi Mabika,LAS,G,17,367,17,14,367,39,122,0.32,11,49,0.224,28,73,0.384,10,20,0.5,8,27,29,15,0,14,43,99
Laura Macchi,LAS,F,13,148,13,1,148,21,53,0.396,9,28,0.321,12,25,0.48,12,17,0.706,6,18,7,8,1,13,23,63
Hamchetou Maiga-Ba,SAC,F,34,408,34,0,408,59,131,0.45,0,0,,59,131,0.45,11,35,0.314,31,67,30,24,6,42,69,129
Kristen Mann,MIN,F,24,185,24,0,185,30,60,0.5,0,9,0,30,51,0.588,11,16,0.688,11,35,11,8,1,7,16,71
Nuria Martinez,MIN,G,1,2,1,0,2,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0
Raffaella Masciadri,LAS,F,33,463,33,1,463,44,104,0.423,19,46,0.413,25,58,0.431,15,20,0.75,20,47,23,15,1,21,51,122
Caity Matter,CHA,G,10,56,10,0,56,3,13,0.231,1,7,0.143,2,6,0.333,2,2,1,0,3,6,1,0,2,4,9
Katie Mattera,SAS,C,34,673,34,14,673,104,222,0.468,0,0,,104,222,0.468,90,128,0.703,57,175,6,9,44,62,90,298
Kelly Mazzante,CHA,G,27,226,27,2,226,21,72,0.292,14,46,0.304,7,26,0.269,8,10,0.8,14,31,7,9,0,7,9,64
Janel McCarville,CHA,F-C,28,311,28,3,311,17,50,0.34,0,0,,17,50,0.34,16,25,0.64,32,76,11,12,7,22,39,50
Nikki McCray,SAS,G,23,302,23,5,302,15,62,0.242,1,20,0.05,14,42,0.333,7,11,0.636,7,20,16,11,0,18,26,38
Teana Miller,CHA,C,31,362,31,1,362,44,91,0.484,0,0,,44,91,0.484,25,36,0.694,29,65,7,14,18,26,71,113
Taj McWilliams-Franklin,CON,F-C,34,1083,34,34,1083,180,364,0.495,4,18,0.222,176,346,0.509,107,136,0.787,78,248,65,37,25,59,80,471
Chasity Melvin,WAS,C-F,34,1050,34,34,1050,150,305,0.492,4,16,0.25,146,289,0.505,93,138,0.674,82,199,25,31,14,61,113,397
Miao Lijie,SAC,G,18,135,18,0,135,9,30,0.3,6,20,0.3,3,10,0.3,7,7,1,0,4,13,5,1,15,13,31
Coco Miller,WAS,G,34,500,34,4,500,68,160,0.425,9,24,0.375,59,136,0.434,8,10,0.8,24,59,44,26,3,28,53,153
Kelly Miller,IND,G,34,1057,34,34,1057,122,278,0.439,37,114,0.325,85,164,0.518,67,79,0.848,26,86,81,40,2,53,81,348
DeLisha Milton-Jones,WAS,F,33,1069,33,30,1069,138,331,0.417,39,119,0.328,99,212,0.467,79,99,0.798,45,172,58,57,18,75,117,394
Loree Moore,NYL,G,24,197,24,0,197,9,23,0.391,0,2,0,9,21,0.429,4,9,0.444,4,27,19,10,0,25,12,22
Tamara Moore,NYL,G,7,48,7,0,48,4,6,0.667,1,3,0.333,3,3,1,2,2,1,0,7,6,0,0,4,6,11
Chelsea Newton,SAC,G,34,715,34,34,715,60,149,0.403,6,25,0.24,54,124,0.435,22,36,0.611,32,66,55,24,9,37,102,148
Bernadette Ngoyisa,SAS,C,26,251,26,0,251,46,81,0.568,0,0,,46,81,0.568,19,26,0.731,17,61,5,5,2,25,45,111
Marlous Nieuwveen,LAS,C,7,16,7,0,16,2,3,0.667,0,0,,2,3,0.667,0,0,,2,2,0,0,0,2,5,4
Deanna Nolan,DET,G-F,33,1213,33,33,1213,184,462,0.398,28,90,0.311,156,372,0.419,128,160,0.8,31,156,121,55,14,100,64,524
Nicole Ohlde,MIN,F-C,34,1038,34,34,1038,133,292,0.455,0,2,0,133,290,0.459,116,142,0.817,63,194,78,21,22,84,92,382
Murriel Page,WAS,F,34,589,34,4,589,47,119,0.395,6,22,0.273,41,97,0.423,8,8,1,21,83,25,15,9,23,56,108
Yolanda Paige,IND,G,13,78,13,0,78,6,22,0.273,1,5,0.2,5,17,0.294,3,4,0.75,2,9,13,2,0,6,1,16
Wendy Palmer,SAS,F,34,882,34,29,882,125,242,0.517,24,56,0.429,101,186,0.543,52,70,0.743,53,193,33,20,7,42,74,326
Ticha Penicheiro,SAC,G,34,927,34,33,927,54,172,0.314,8,41,0.195,46,131,0.351,79,100,0.79,8,97,149,48,6,67,64,195
Jia Perkins,CHA,G,30,464,30,11,464,64,151,0.424,3,9,0.333,61,142,0.43,19,30,0.633,24,44,32,29,9,32,45,150
Erin Perperoglou,SAC,F,23,209,23,0,209,28,40,0.7,0,0,,28,40,0.7,20,34,0.588,14,29,14,16,5,26,29,76
Tari Phillips,HOU,F-C,32,366,32,1,366,40,94,0.426,0,0,,40,94,0.426,31,48,0.646,30,79,14,11,8,30,56,111
Elaine Powell,DET,G,29,671,29,21,671,62,142,0.437,0,2,0,62,140,0.443,39,65,0.6,25,80,77,29,4,51,62,163
Nicole Powell,SAC,F,34,988,34,34,988,120,317,0.379,66,159,0.415,54,158,0.342,58,72,0.806,32,124,62,39,16,44,83,364
Felicia Ragland,HOU,G,4,9,4,0,9,0,1,0,0,0,,0,1,0,0,0,,0,0,1,0,0,0,3,0
Ruth Riley,DET,C,33,855,33,33,855,100,267,0.375,3,12,0.25,97,255,0.38,48,60,0.8,43,156,39,23,46,68,131,251
Ashley Robinson,PHO,C,34,658,34,15,658,42,129,0.326,0,1,0,42,128,0.328,19,38,0.5,48,118,31,20,34,38,108,103
Crystal Robinson,NYL,F,32,969,32,31,969,85,224,0.379,34,107,0.318,51,117,0.436,30,38,0.789,29,100,58,21,5,38,86,234
Nykesha Sales,CON,F-G,34,1074,34,34,1074,201,482,0.417,49,116,0.422,152,366,0.415,81,108,0.75,36,124,74,61,10,64,96,532
Sheri Sam,CHA,G-F,34,1075,34,33,1075,146,377,0.387,18,56,0.321,128,321,0.399,77,108,0.713,53,145,91,44,2,100,87,387
Nakia Sanford,WAS,C-F,27,293,27,0,293,29,60,0.483,0,0,,29,60,0.483,30,62,0.484,15,45,6,10,11,17,50,88
Kelly Schumacher,IND,C,34,516,34,14,516,58,138,0.42,2,11,0.182,56,127,0.441,17,21,0.81,26,68,14,10,24,33,59,135
Olympia Scott,SAC,C,18,170,18,0,170,14,39,0.359,0,0,,14,39,0.359,10,20,0.5,17,33,5,4,2,22,27,38
Charlotte Smith,WAS,F,34,1036,34,34,1036,87,190,0.458,42,100,0.42,45,90,0.5,30,46,0.652,34,128,71,22,11,46,93,246
Jennifer Smith,NYL,C,2,7,2,0,7,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
Tangela Smith,CHA,C,31,1063,31,31,1063,169,405,0.417,0,7,0,169,398,0.425,83,104,0.798,45,162,41,51,32,84,105,421
Belinda Snell,PHO,G,20,227,20,0,227,19,55,0.345,11,37,0.297,8,18,0.444,16,18,0.889,19,36,18,7,1,11,31,65
Michelle Snow,HOU,C,33,966,33,33,966,152,276,0.551,0,0,,152,276,0.551,92,130,0.708,68,225,40,20,38,65,120,396
Maria Stepanova,PHO,C,15,409,15,14,409,68,144,0.472,0,0,,68,144,0.472,26,40,0.65,29,80,23,20,38,22,33,162
Mandisa Stevenson,SEA,F-C,4,53,4,1,53,3,12,0.25,0,1,0,3,11,0.273,0,0,,2,6,1,2,0,4,3,6
Andrea Stinson,DET,G,18,102,18,1,102,8,23,0.348,2,10,0.2,6,13,0.462,4,6,0.667,6,12,13,3,0,4,6,22
Jurgita Streimikyte,IND,F,34,686,34,20,686,82,178,0.461,3,6,0.5,79,172,0.459,19,27,0.704,37,101,32,29,11,36,75,186
Laura Summerton,CON,C,11,43,11,0,43,3,9,0.333,0,0,,3,9,0.333,4,5,0.8,5,10,3,2,0,4,11,10
Tammy Sutton-Brown,CHA,C,34,887,34,33,887,111,218,0.509,0,0,,111,218,0.509,96,141,0.681,64,179,14,30,37,69,138,318
Sheryl Swoopes*,HOU,F-G,33,1225,33,33,1225,217,486,0.447,27,75,0.36,190,411,0.462,153,180,0.85,27,119,141,66,26,72,54,614
Diana Taurasi,PHO,G,33,1089,33,33,1089,175,427,0.41,56,179,0.313,119,248,0.48,121,151,0.801,22,138,150,38,28,112,111,527
Penny Taylor,PHO,F,29,852,29,29,852,121,261,0.464,38,94,0.404,83,167,0.497,102,118,0.864,38,120,94,38,11,77,86,382
Nikki Teasley,LAS,G,19,551,19,19,551,45,135,0.333,29,94,0.309,16,41,0.39,22,26,0.846,6,53,70,23,4,47,38,141
Christi Thomas,LAS,F-C,32,520,32,0,520,48,96,0.5,4,12,0.333,44,84,0.524,22,32,0.688,28,104,17,11,19,25,102,122
LaToya Thomas,SAS,F,21,505,21,12,505,69,161,0.429,3,7,0.429,66,154,0.429,44,49,0.898,18,68,22,7,8,33,42,185
Alicia Thompson,SEA,F,30,329,30,1,329,32,81,0.395,7,22,0.318,25,59,0.424,12,16,0.75,10,45,14,4,4,18,17,83
Tina Thompson*,HOU,F,15,439,15,15,439,62,150,0.413,12,40,0.3,50,110,0.455,16,21,0.762,17,57,22,12,4,32,32,152
Erin Thorn,NYL,G,21,203,21,0,203,21,54,0.389,10,29,0.345,11,25,0.44,4,4,1,4,14,13,4,0,7,12,56
Kamila Vodichkova,PHO,F-C,28,821,28,25,821,127,257,0.494,3,7,0.429,124,250,0.496,48,72,0.667,60,196,63,28,22,58,86,305
Natalia Vodopyanova,SEA,F,17,98,17,0,98,8,22,0.364,1,5,0.2,7,17,0.412,8,12,0.667,3,20,10,3,2,8,9,25
DeMya Walker,SAC,F,22,598,22,19,598,125,234,0.534,1,1,1,124,233,0.532,60,93,0.645,47,117,48,28,13,69,66,311
Ann Wauters,NYL,C,28,879,28,28,879,151,279,0.541,2,2,1,149,277,0.538,79,105,0.752,47,184,41,18,23,71,91,383
Kendra Wecker,SAS,F,1,11,1,0,11,2,6,0.333,0,3,0,2,3,0.667,0,0,,0,0,2,1,0,1,0,4
Lindsay Whalen*,CON,G,34,1047,34,34,1047,135,290,0.466,16,46,0.348,119,244,0.488,125,156,0.801,29,128,172,42,2,89,90,411
DeTrina White,NYL,F,13,90,13,0,90,4,11,0.364,0,0,,4,11,0.364,8,12,0.667,9,22,0,4,3,3,15,16
Tan White,IND,G,34,693,34,3,693,85,254,0.335,25,81,0.309,60,173,0.347,47,58,0.81,21,53,53,30,7,70,62,242
Tamika Whitmore,LAS,F,34,917,34,34,917,115,265,0.434,5,19,0.263,110,246,0.447,92,106,0.868,54,143,42,33,14,57,110,327
Angelina Williams,PHO,G,16,149,16,0,149,15,50,0.3,4,18,0.222,11,32,0.344,6,7,0.857,9,23,9,4,7,11,17,40
Le'coe Willingham,CON,F,18,91,18,0,91,7,17,0.412,0,0,,7,17,0.412,10,20,0.5,10,17,3,2,0,14,16,24
Natalie Williams,IND,C,34,804,34,34,804,103,248,0.415,0,0,,103,248,0.415,45,67,0.672,74,186,31,35,12,56,105,251
Tamika Williams,MIN,F,34,758,34,9,758,86,156,0.551,0,3,0,86,153,0.562,25,46,0.543,76,171,39,30,2,41,52,197
Shereka Wright,PHO,F,25,346,25,5,346,24,59,0.407,11,35,0.314,13,24,0.542,35,52,0.673,18,50,23,14,3,28,13,94
Tanisha Wright,SEA,G,34,528,34,8,528,49,106,0.462,0,1,0,49,105,0.467,24,36,0.667,20,57,53,18,3,40,60,122
Brooke Wyckoff,CON,F,34,596,34,1,596,35,88,0.398,22,52,0.423,13,36,0.361,13,20,0.65,25,95,35,13,9,28,82,105
Francesca Zara,SEA,G,34,413,34,4,413,34,85,0.4,5,22,0.227,29,63,0.46,17,21,0.81,11,39,51,16,1,41,29,90
Kiesha Brown,TOT,G,6,32,6,0,32,1,2,0.5,0,1,0,1,1,1,0,0,,0,1,2,3,0,4,1,2
Adrienne Goodson,TOT,F,33,466,33,0,466,59,144,0.41,2,3,0.667,57,141,0.404,22,36,0.611,33,71,21,11,1,34,40,142
Niele Ivey,TOT,G,26,254,26,0,254,13,47,0.277,5,22,0.227,8,25,0.32,7,7,1,8,22,30,12,0,11,31,38
Chandi Jones,TOT,G,31,610,31,9,610,75,196,0.383,29,69,0.42,46,127,0.362,27,38,0.711,18,64,53,26,5,40,68,206
Edwige Lawson-Wade,TOT,G,19,126,19,0,126,8,28,0.286,5,15,0.333,3,13,0.231,6,6,1,1,9,4,2,1,12,7,27
Tynesha Lewis,TOT,G,21,256,21,1,256,29,88,0.33,2,15,0.133,27,73,0.37,15,25,0.6,10,25,20,6,4,22,14,75
Jessica Moore,TOT,F-C,21,158,21,0,158,5,11,0.455,0,0,,5,11,0.455,1,2,0.5,5,13,3,4,0,9,30,11
Plenette Pierson,TOT,F,35,762,35,11,762,91,231,0.394,1,2,0.5,90,229,0.393,87,125,0.696,46,121,34,24,19,74,93,270
Kristen Rasmussen,TOT,F,27,551,27,19,551,49,102,0.48,7,18,0.389,42,84,0.5,22,30,0.733,28,81,24,14,16,20,64,127
Katie Smith*,TOT,G,36,1160,36,32,1160,140,368,0.38,53,159,0.333,87,209,0.416,97,124,0.782,23,83,87,30,5,71,73,430
Dawn Staley*,TOT,G,33,905,33,26,905,63,159,0.396,21,56,0.375,42,103,0.408,32,40,0.8,9,70,149,36,1,54,70,179
Stacey Thomas,TOT,F,18,136,18,0,136,2,14,0.143,0,1,0,2,13,0.154,8,20,0.4,11,22,8,8,3,3,15,12
Ayana Walker,TOT,F,21,333,21,11,333,29,68,0.426,0,0,,29,68,0.426,13,20,0.65,20,65,19,8,12,19,26,71
Kiesha Brown,WAS,G,2,14,2,0,14,1,2,0.5,0,1,0,1,1,1,0,0,,0,0,0,2,0,2,0,2
Adrienne Goodson,HOU,F,23,271,23,0,271,29,73,0.397,1,2,0.5,28,71,0.394,13,21,0.619,16,36,15,8,0,16,18,72
Niele Ivey,DET,G,12,102,12,0,102,5,23,0.217,3,12,0.25,2,11,0.182,1,1,1,5,12,10,6,0,5,14,14
Chandi Jones,DET,G,21,329,21,0,329,46,113,0.407,18,37,0.486,28,76,0.368,15,19,0.789,8,31,23,13,2,23,42,125
Edwige Lawson-Wade,NYL,G,2,12,2,0,12,0,4,0,0,2,0,0,2,0,2,2,1,0,2,0,0,0,0,2,2
Tynesha Lewis,CHA,G,10,166,10,1,166,19,61,0.311,1,12,0.083,18,49,0.367,8,16,0.5,10,20,13,3,3,11,7,47
Jessica Moore,CHA,F-C,6,49,6,0,49,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,1,5,2,0,0,4,9,3
Plenette Pierson,PHO,F,12,318,12,11,318,36,105,0.343,0,1,0,36,104,0.346,20,29,0.69,19,59,13,10,13,32,39,92
Kristen Rasmussen,HOU,F,24,522,24,19,522,47,98,0.48,5,15,0.333,42,83,0.506,22,30,0.733,26,76,22,13,16,19,56,121
Katie Smith*,MIN,G,23,766,23,23,766,100,261,0.383,35,104,0.337,65,157,0.414,71,90,0.789,12,55,61,25,2,54,46,306
Dawn Staley*,CHA,G,23,684,23,23,684,53,131,0.405,17,42,0.405,36,89,0.404,23,30,0.767,7,53,121,30,0,42,47,146
Stacey Thomas,DET,F,17,133,17,0,133,2,12,0.167,0,1,0,2,11,0.182,8,20,0.4,10,20,8,8,3,3,15,12
Ayana Walker,DET,F,12,241,12,11,241,25,52,0.481,0,0,,25,52,0.481,9,12,0.75,16,47,13,6,10,16,15,59
Kiesha Brown,HOU,G,4,18,4,0,18,0,0,,0,0,,0,0,,0,0,,0,1,2,1,0,2,1,0
Adrienne Goodson,CHA,F,10,195,10,0,195,30,71,0.423,1,1,1,29,70,0.414,9,15,0.6,17,35,6,3,1,18,22,70
Niele Ivey,PHO,G,14,152,14,0,152,8,24,0.333,2,10,0.2,6,14,0.429,6,6,1,3,10,20,6,0,6,17,24
Chandi Jones,MIN,G,10,281,10,9,281,29,83,0.349,11,32,0.344,18,51,0.353,12,19,0.632,10,33,30,13,3,17,26,81
Edwige Lawson-Wade,HOU,G,17,114,17,0,114,8,24,0.333,5,13,0.385,3,11,0.273,4,4,1,1,7,4,2,1,12,5,25
Tynesha Lewis,MIN,G,11,90,11,0,90,10,27,0.37,1,3,0.333,9,24,0.375,7,9,0.778,0,5,7,3,1,11,7,28
Jessica Moore,LAS,F-C,15,109,15,0,109,4,8,0.5,0,0,,4,8,0.5,0,0,,4,8,1,4,0,5,21,8
Plenette Pierson,DET,F,23,444,23,0,444,55,126,0.437,1,1,1,54,125,0.432,67,96,0.698,27,62,21,14,6,42,54,178
Kristen Rasmussen,CHA,F,3,29,3,0,29,2,4,0.5,2,3,0.667,0,1,0,0,0,,2,5,2,1,0,1,8,6
Katie Smith*,DET,G,13,394,13,9,394,40,107,0.374,18,55,0.327,22,52,0.423,26,34,0.765,11,28,26,5,3,17,27,124
Dawn Staley*,HOU,G,10,221,10,3,221,10,28,0.357,4,14,0.286,6,14,0.429,9,10,0.9,2,17,28,6,1,12,23,33
