Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Adrienne Goodson,SAS,F,33,969,33,32,969,141,357,0.395,8,36,0.222,133,321,0.414,81,102,0.794,74,185,71,24,6,85,96,371
Shaunzinski Gortman,MIN,G,24,200,24,0,200,21,49,0.429,5,19,0.263,16,30,0.533,3,4,0.75,9,32,14,11,1,20,25,50
Yolanda Griffith*,SAC,C-F,34,1015,34,34,1015,161,332,0.485,0,2,0,161,330,0.488,147,190,0.774,92,248,46,57,39,75,125,469
Lady Grooms,SAC,F,34,470,34,9,470,45,112,0.402,0,1,0,45,111,0.405,21,26,0.808,15,46,29,17,5,21,27,111
Becky Hammon*,NYL,G,11,257,11,2,257,50,87,0.575,23,49,0.469,27,38,0.711,39,41,0.951,1,21,18,10,1,27,13,162
Lisa Harrison,PHO,F,33,838,33,33,838,74,179,0.413,0,3,0,74,176,0.42,35,51,0.686,42,118,36,29,6,34,58,183
Kristi Harrower,MIN,G,31,499,31,0,499,32,87,0.368,16,43,0.372,16,44,0.364,8,13,0.615,9,39,72,18,3,39,15,88
Tracy Henderson,CLE,C,11,45,11,0,45,1,13,0.077,0,0,,1,13,0.077,0,0,,6,14,3,1,1,4,6,2
Jessie Hicks,CON,C-F,27,253,27,0,253,37,80,0.463,0,0,,37,80,0.463,24,25,0.96,23,48,6,11,9,26,47,98
Chamique Holdsclaw,WAS,F,27,948,27,27,948,204,480,0.425,6,35,0.171,198,445,0.445,140,155,0.903,72,294,89,34,15,72,74,554
Kedra Holland-Corn,DET,G,34,694,34,2,694,107,232,0.461,50,124,0.403,57,108,0.528,48,63,0.762,12,57,63,36,3,59,26,312
Dalma Ivanyi,PHO,G,4,34,4,0,34,3,8,0.375,0,2,0,3,6,0.5,0,0,,2,4,2,0,1,2,4,6
Niele Ivey,IND,G,27,651,27,21,651,45,116,0.388,33,84,0.393,12,32,0.375,12,17,0.706,5,32,71,29,7,28,40,135
Deanna Jackson,CLE,F,34,763,34,22,763,83,198,0.419,29,70,0.414,54,128,0.422,50,70,0.714,37,89,51,20,13,33,92,245
Gwen Jackson,SAS,F,33,975,33,26,975,114,286,0.399,5,30,0.167,109,256,0.426,56,88,0.636,86,205,20,15,17,46,85,289
Lauren Jackson*,SEA,F-C,33,1109,33,33,1109,254,526,0.483,39,123,0.317,215,403,0.533,151,183,0.825,82,307,62,38,64,69,106,698
Tamicha Jackson,PHO,G,34,958,34,34,958,124,361,0.343,35,99,0.354,89,262,0.34,17,21,0.81,24,82,146,52,4,76,62,300
Adrienne Johnson,CON,G,34,584,34,5,584,69,195,0.354,17,49,0.347,52,146,0.356,18,24,0.75,23,58,18,17,1,21,36,173
Chandra Johnson,LAS,C,8,45,8,0,45,1,5,0.2,1,5,0.2,0,0,,3,4,0.75,2,6,3,0,1,4,6,6
LaTonya Johnson,SAS,F,31,279,31,1,279,18,71,0.254,6,23,0.261,12,48,0.25,16,22,0.727,7,25,9,3,1,14,31,58
Pollyanna Johns Kimbrough,CLE,C,30,416,30,2,416,35,63,0.556,0,0,,35,63,0.556,19,33,0.576,31,82,19,12,10,19,35,89
Shannon Johnson,CON,G,34,1107,34,34,1107,138,319,0.433,19,73,0.26,119,246,0.484,125,171,0.731,39,134,196,44,3,107,77,420
Tiffani Johnson,HOU,C,22,359,22,3,359,30,62,0.484,0,0,,30,62,0.484,17,23,0.739,19,63,13,3,7,20,33,77
Vickie Johnson,NYL,G-F,32,1042,32,32,1042,158,345,0.458,35,96,0.365,123,249,0.494,79,92,0.859,30,95,75,29,7,55,65,430
Asjha Jones,WAS,F,34,748,34,10,748,121,279,0.434,7,17,0.412,114,262,0.435,41,55,0.745,62,135,52,16,25,63,109,290
Merlakia Jones,CLE,G,34,672,34,15,672,66,196,0.337,4,13,0.308,62,183,0.339,28,39,0.718,18,97,44,22,3,36,59,164
Zuzi Klimesova,IND,F,1,3,1,0,3,0,1,0,0,0,,0,1,0,2,2,1,0,0,0,0,0,0,1,2
Sheila Lambert,DET,G,27,187,27,1,187,24,66,0.364,7,16,0.438,17,50,0.34,32,41,0.78,10,28,14,5,0,29,15,87
Amanda Lassiter,SEA,F,32,733,32,18,733,60,156,0.385,24,73,0.329,36,83,0.434,19,30,0.633,33,112,42,27,26,42,92,163
Kara Lawson,SAC,G,34,769,34,0,769,89,227,0.392,54,135,0.4,35,92,0.38,31,40,0.775,30,107,56,15,5,42,45,263
Betty Lennox,CLE,G,34,560,34,1,560,100,269,0.372,32,103,0.311,68,166,0.41,26,36,0.722,19,89,32,14,4,58,77,258
Lisa Leslie*,LAS,C,23,792,23,23,792,165,373,0.442,12,37,0.324,153,336,0.455,82,133,0.617,76,231,46,31,63,65,93,424
Tynesha Lewis,CHA,G,23,234,23,0,234,26,62,0.419,7,13,0.538,19,49,0.388,11,12,0.917,11,33,20,10,6,16,18,70
Rebecca Lobo*,CON,C,25,297,25,13,297,25,88,0.284,7,28,0.25,18,60,0.3,2,9,0.222,9,52,5,6,15,14,33,59
Helen Luz,WAS,G,20,165,20,0,165,19,53,0.358,12,40,0.3,7,13,0.538,9,10,0.9,2,10,21,6,2,11,16,59
Mwadi Mabika,LAS,G,32,1042,32,30,1042,158,388,0.407,28,106,0.264,130,282,0.461,97,112,0.866,34,141,82,30,18,74,105,441
Hamchetou Maiga-Ba,SAC,F,22,190,22,0,190,17,52,0.327,0,0,,17,52,0.327,8,20,0.4,13,37,14,18,2,14,27,42
Sonja Mallory,PHO,C,6,44,6,0,44,4,9,0.444,0,0,,4,9,0.444,2,2,1,4,10,0,1,4,6,7,10
Rhonda Mapp,LAS,C,24,255,24,4,255,30,60,0.5,0,1,0,30,59,0.508,2,4,0.5,26,68,6,7,6,12,45,62
Stephanie White,IND,G-F,28,577,28,10,577,60,173,0.347,29,84,0.345,31,89,0.348,45,48,0.938,14,41,58,34,6,37,60,194
Nikki McCray,IND,G,34,734,34,32,734,52,138,0.377,7,32,0.219,45,106,0.425,20,24,0.833,18,51,49,37,2,44,67,131
Nicky McCrimmon,LAS,G,33,299,33,1,299,28,63,0.444,5,12,0.417,23,51,0.451,7,8,0.875,7,29,32,19,1,17,20,68
Danielle McCulley,SEA,C-F,7,26,7,0,26,1,6,0.167,0,1,0,1,5,0.2,0,0,,0,1,0,0,0,4,3,2
Teana Miller,CHA,C,31,341,31,1,341,41,78,0.526,0,1,0,41,77,0.532,23,31,0.742,37,91,6,14,24,27,58,105
Taj McWilliams-Franklin,CON,F-C,34,983,34,34,983,133,301,0.442,12,43,0.279,121,258,0.469,76,102,0.745,78,227,49,43,33,54,103,354
Chasity Melvin,CLE,C-F,34,1061,34,34,1061,159,333,0.477,3,11,0.273,156,322,0.484,123,176,0.699,82,215,52,28,22,67,108,444
Coco Miller,WAS,G,33,1076,33,33,1076,172,382,0.45,32,89,0.36,140,293,0.478,37,53,0.698,55,127,86,39,7,53,95,413
Kelly Miller,CHA,G,34,523,34,0,523,68,167,0.407,22,52,0.423,46,115,0.4,31,40,0.775,20,53,47,18,2,35,44,189
Tausha Mills,SAS,C,29,185,29,0,185,20,49,0.408,0,0,,20,49,0.408,18,31,0.581,27,55,7,4,2,23,58,58
DeLisha Milton-Jones,LAS,F,31,1086,31,30,1086,139,328,0.424,23,61,0.377,116,267,0.434,115,143,0.804,59,220,64,49,41,79,109,416
Jenny Mowe,LAS,C,1,21,1,0,21,0,2,0,0,0,,0,2,0,0,0,,0,1,0,0,1,1,3,0
Astou Ndiaye-Diatta,DET,F,11,70,11,2,70,10,21,0.476,0,0,,10,21,0.476,0,2,0,5,14,1,3,1,9,3,20
Deanna Nolan,DET,G-F,32,954,32,32,954,136,312,0.436,48,114,0.421,88,198,0.444,76,96,0.792,12,107,83,41,14,69,65,396
Vanessa Nygaard,LAS,F,11,168,11,3,168,16,36,0.444,6,17,0.353,10,19,0.526,3,4,0.75,11,19,5,3,0,4,22,41
Murriel Page,WAS,F,34,850,34,34,850,83,220,0.377,5,12,0.417,78,208,0.375,42,56,0.75,62,152,35,18,24,41,101,213
Wendy Palmer,CON,F,32,433,32,1,433,58,147,0.395,10,46,0.217,48,101,0.475,23,28,0.821,29,106,16,11,3,35,62,149
Michaela Pavlickova,PHO,F,8,29,8,0,29,3,7,0.429,0,1,0,3,6,0.5,0,0,,1,4,1,1,0,2,1,6
Ticha Penicheiro,SAC,G,34,1089,34,34,1089,62,205,0.302,15,60,0.25,47,145,0.324,44,76,0.579,29,119,229,61,1,81,76,183
Jocelyn Penn,WAS,F,30,288,30,0,288,31,78,0.397,2,13,0.154,29,65,0.446,22,33,0.667,19,52,16,15,1,20,28,86
Erin Perperoglou,CHA,F,14,44,14,0,44,3,8,0.375,0,0,,3,8,0.375,3,4,0.75,2,4,3,0,0,2,6,9
Bridget Pettis,IND,G,31,148,31,0,148,15,52,0.288,6,27,0.222,9,25,0.36,13,17,0.765,5,19,8,4,1,8,17,49
Tari Phillips,NYL,F-C,33,1033,33,32,1033,142,358,0.397,1,5,0.2,141,353,0.399,87,134,0.649,99,280,56,56,28,92,118,372
Plenette Pierson,PHO,F,33,602,33,5,602,67,177,0.379,0,2,0,67,175,0.383,64,101,0.634,37,80,22,19,13,42,87,198
Elaine Powell,DET,G,33,938,33,33,938,105,233,0.451,7,20,0.35,98,213,0.46,79,106,0.745,43,106,129,45,9,79,65,296
Felicia Ragland,PHO,G,3,39,3,0,39,1,12,0.083,1,5,0.2,0,7,0,2,2,1,0,2,2,2,0,3,4,5
Semeka Randall,SAS,G,33,339,33,1,339,32,90,0.356,0,1,0,32,89,0.36,24,45,0.533,25,53,23,11,0,44,41,88
Kristen Rasmussen,IND,F,33,814,33,25,814,94,200,0.47,7,15,0.467,87,185,0.47,31,39,0.795,44,115,64,24,15,48,65,226
Tracy Reid,PHO,F,2,12,2,0,12,1,3,0.333,0,0,,1,3,0.333,0,0,,1,1,1,2,0,1,4,2
Ruth Riley,DET,C,34,995,34,34,995,115,231,0.498,0,0,,115,231,0.498,97,127,0.764,59,201,64,25,58,82,128,327
Jennifer Rizzotti,CLE,G,33,525,33,0,525,20,72,0.278,10,51,0.196,10,21,0.476,9,16,0.563,4,42,65,14,0,35,22,59
Crystal Robinson,NYL,F,33,1078,33,33,1078,143,326,0.439,62,168,0.369,81,158,0.513,47,56,0.839,13,70,63,40,13,43,94,395
Nykesha Sales,CON,F-G,34,1106,34,34,1106,194,468,0.415,44,114,0.386,150,354,0.424,116,144,0.806,27,145,92,46,13,73,107,548
Sheri Sam,MIN,G-F,34,953,34,28,953,138,360,0.383,24,73,0.329,114,287,0.397,74,105,0.705,46,142,88,38,6,48,70,374
Nakia Sanford,WAS,C-F,17,134,17,0,134,20,40,0.5,0,0,,20,40,0.5,9,20,0.45,10,26,1,3,2,14,35,49
Kelly Schumacher,IND,C,34,480,34,1,480,81,169,0.479,4,9,0.444,77,160,0.481,23,27,0.852,40,99,20,7,24,32,63,189
Georgia Schweitzer,MIN,G-F,16,118,16,0,118,6,17,0.353,3,9,0.333,3,8,0.375,0,0,,7,18,7,3,1,8,6,15
K.B. Sharp,NYL,G,30,398,30,0,398,28,71,0.394,7,24,0.292,21,47,0.447,31,39,0.795,11,32,37,14,0,26,15,94
Gergana Slavtcheva,PHO,G,2,12,2,0,12,0,2,0,0,2,0,0,0,,0,0,,0,0,1,0,0,1,2,0
Aiysha Smith,WAS,F,31,422,31,2,422,41,120,0.342,5,34,0.147,36,86,0.419,17,34,0.5,21,65,10,11,9,26,44,104
Charlotte Smith,CHA,F,27,443,27,9,443,31,98,0.316,9,32,0.281,22,66,0.333,24,36,0.667,23,60,18,10,2,24,54,95
Charmin Smith,PHO,G,4,17,4,0,17,0,2,0,0,2,0,0,0,,0,0,,1,4,1,0,0,0,2,0
Katie Smith*,MIN,G,34,1185,34,34,1185,208,455,0.457,78,200,0.39,130,255,0.51,126,143,0.881,40,138,84,25,6,67,112,620
Tangela Smith,SAC,C,34,986,34,34,986,188,427,0.44,13,49,0.265,175,378,0.463,41,58,0.707,61,187,52,43,32,56,103,430
Michelle Snow,HOU,C,34,1025,34,34,1025,126,253,0.498,0,1,0,126,252,0.5,62,85,0.729,76,263,42,35,62,68,120,314
Dawn Staley*,CHA,G,34,1086,34,34,1086,90,216,0.417,28,72,0.389,62,144,0.431,61,73,0.836,14,58,174,49,4,78,76,269
Andrea Stinson,CHA,G,34,1000,34,34,1000,147,321,0.458,23,75,0.307,124,246,0.504,60,79,0.759,28,140,97,48,5,75,70,377
Jung Sun-Min,SEA,C,17,118,17,0,118,13,32,0.406,0,7,0,13,25,0.52,4,4,1,1,10,1,5,0,5,13,30
Tammy Sutton-Brown,CHA,C,34,864,34,33,864,98,233,0.421,0,0,,98,233,0.421,90,131,0.687,73,201,15,19,50,59,132,286
Sheryl Swoopes*,HOU,F-G,31,1084,31,30,1084,175,434,0.403,24,79,0.304,151,355,0.425,110,124,0.887,32,143,121,77,26,73,48,484
Penny Taylor,CLE,F,34,898,34,33,898,143,340,0.421,34,99,0.343,109,241,0.452,78,95,0.821,44,148,80,38,10,60,53,398
Nikki Teasley,LAS,G,34,1189,34,34,1189,112,288,0.389,70,165,0.424,42,123,0.341,98,112,0.875,30,175,214,39,15,108,68,392
LaToya Thomas,CLE,F,32,852,32,25,852,137,296,0.463,0,6,0,137,290,0.472,71,90,0.789,63,164,37,28,13,42,62,345
Tina Thompson*,HOU,F,28,974,28,28,974,176,426,0.413,39,114,0.342,137,312,0.439,81,104,0.779,39,165,47,18,23,69,65,472
Erin Thorn,NYL,G,23,181,23,0,181,13,42,0.31,8,33,0.242,5,9,0.556,10,10,1,3,11,16,4,1,13,8,44
Slobodanka Tuvic,PHO,C,17,365,17,14,365,45,116,0.388,0,4,0,45,112,0.402,37,46,0.804,31,67,12,10,15,32,61,127
Mfon Udoka,HOU,F,25,251,25,3,251,32,64,0.5,0,1,0,32,63,0.508,16,23,0.696,22,51,4,4,2,21,38,80
Petra Ujhelyi,DET,C,14,68,14,0,68,2,8,0.25,0,0,,2,8,0.25,0,3,0,3,12,3,0,1,10,8,4
Itoro Umoh-Coleman,HOU,G,3,6,3,0,6,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,1,1,0
Michele Van Gorp,MIN,C,31,528,31,1,528,70,162,0.432,0,1,0,70,161,0.435,35,52,0.673,32,107,17,10,20,56,87,175
Kamila Vodichkova,SEA,F-C,28,709,28,27,709,101,213,0.474,0,5,0,101,208,0.486,82,101,0.812,55,143,31,20,21,53,101,284
Ayana Walker,DET,F,34,271,34,1,271,24,70,0.343,0,0,,24,70,0.343,8,21,0.381,34,71,10,10,11,19,33,56
DeMya Walker,SAC,F,34,740,34,21,740,111,242,0.459,2,15,0.133,109,227,0.48,83,143,0.58,61,149,47,25,23,69,95,307
Coquese Washington,IND,G,20,348,20,10,348,19,67,0.284,14,48,0.292,5,19,0.263,11,13,0.846,2,29,48,14,2,30,32,63
Teresa Weatherspoon*,NYL,G,34,824,34,34,824,37,96,0.385,0,4,0,37,92,0.402,24,32,0.75,19,97,149,28,5,62,60,98
Tamika Whitmore,NYL,F,33,823,33,29,823,110,242,0.455,1,3,0.333,109,239,0.456,50,76,0.658,38,122,25,35,22,57,100,271
Adrian Williams-Strong,PHO,C-F,34,985,34,33,985,141,351,0.402,0,1,0,141,350,0.403,52,85,0.612,68,252,31,57,19,73,95,334
Natalie Williams,IND,C,34,1054,34,34,1054,176,363,0.485,0,1,0,176,362,0.486,105,148,0.709,109,255,46,43,21,70,138,457
Rita Williams,SEA,G,32,381,32,0,381,28,75,0.373,11,43,0.256,17,32,0.531,11,15,0.733,3,22,41,14,0,27,34,78
Shaquala Williams,LAS,G,25,229,25,3,229,19,53,0.358,1,16,0.063,18,37,0.486,10,14,0.714,11,32,19,6,0,7,25,49
Tamika Williams,MIN,F,34,1121,34,34,1121,129,193,0.668,0,2,0,129,191,0.675,45,93,0.484,92,209,44,34,10,58,78,303
Sophia Witherspoon,LAS,G,23,235,23,2,235,17,53,0.321,10,29,0.345,7,24,0.292,12,14,0.857,6,19,4,7,0,7,17,56
Brooke Wyckoff,CON,F,34,755,34,22,755,55,142,0.387,20,70,0.286,35,72,0.486,26,36,0.722,48,146,35,33,19,39,109,156
Lindsey Yamasaki,NYL,G-F,24,148,24,1,148,6,27,0.222,4,14,0.286,2,13,0.154,0,0,,1,12,9,4,0,5,19,16
Nevriye Yilmaz,PHO,C,5,34,5,1,34,7,15,0.467,0,0,,7,15,0.467,0,2,0,3,3,2,0,0,4,7,14
Zuzana Zirkova,WAS,G,6,30,6,0,30,2,4,0.5,1,2,0.5,1,2,0.5,6,6,1,0,2,1,0,0,2,3,11
Sonja Henning,TOT,G,24,295,24,1,295,11,43,0.256,0,9,0,11,34,0.324,2,8,0.25,2,25,29,15,0,13,28,24
Tamara Moore,TOT,G,26,176,26,0,176,19,42,0.452,0,9,0,19,33,0.576,16,19,0.842,6,28,12,9,6,16,14,54
Lynn Pride,TOT,G-F,17,94,17,0,94,7,19,0.368,0,0,,7,19,0.368,4,8,0.5,11,23,1,3,1,11,20,18
Stacey Thomas,TOT,F,30,269,30,1,269,20,62,0.323,7,27,0.259,13,35,0.371,14,27,0.519,15,43,15,20,9,16,24,61
Tonya Massaline,TOT,F,24,222,24,0,222,20,63,0.317,6,20,0.3,14,43,0.326,7,7,1,12,21,8,5,0,10,12,53
Sonja Henning,WAS,G,1,5,1,0,5,0,1,0,0,0,,0,1,0,0,0,,0,0,0,1,0,0,0,0
Tamara Moore,DET,G,15,66,15,0,66,8,16,0.5,0,4,0,8,12,0.667,5,6,0.833,3,9,4,4,2,6,5,21
Lynn Pride,MIN,G-F,13,66,13,0,66,7,14,0.5,0,0,,7,14,0.5,3,4,0.75,8,17,1,3,1,8,11,17
Stacey Thomas,PHO,F,19,187,19,1,187,15,46,0.326,6,22,0.273,9,24,0.375,10,16,0.625,10,27,10,11,8,10,14,46
Tonya Massaline,WAS,F,13,101,13,0,101,7,30,0.233,4,12,0.333,3,18,0.167,2,2,1,5,10,3,1,0,5,4,20
Sonja Henning,IND,G,23,290,23,1,290,11,42,0.262,0,9,0,11,33,0.333,2,8,0.25,2,25,29,14,0,13,28,24
Tamara Moore,PHO,G,11,110,11,0,110,11,26,0.423,0,5,0,11,21,0.524,11,13,0.846,3,19,8,5,4,10,9,33
Lynn Pride,LAS,G-F,4,28,4,0,28,0,5,0,0,0,,0,5,0,1,4,0.25,3,6,0,0,0,3,9,1
Stacey Thomas,DET,F,11,82,11,0,82,5,16,0.313,1,5,0.2,4,11,0.364,4,11,0.364,5,16,5,9,1,6,10,15
Tonya Massaline,SEA,F,11,121,11,0,121,13,33,0.394,2,8,0.25,11,25,0.44,5,5,1,7,11,5,4,0,5,8,33
