Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Trisha Fallon,MIN,G-F,26,281,26,0,281,24,80,0.3,6,17,0.353,18,63,0.286,23,31,0.742,9,22,22,11,6,16,30,77
Allison Feaster,LAS,F,32,410,32,4,410,51,103,0.495,21,57,0.368,30,46,0.652,39,57,0.684,28,58,32,15,7,28,51,162
Ukari Figgs,LAS,G,22,330,22,10,330,30,82,0.366,14,47,0.298,16,35,0.457,21,24,0.875,8,35,32,15,0,31,27,95
Kristin Folkl,MIN,F,32,518,32,1,518,67,140,0.479,2,14,0.143,65,126,0.516,21,39,0.538,41,116,23,14,12,23,68,157
Kisha Ford,ORL,G-F,8,45,8,0,45,1,5,0.2,0,1,0,1,4,0.25,2,2,1,4,6,0,2,2,1,10,4
Toni Foster,PHO,F-C,10,42,10,0,42,7,12,0.583,0,0,,7,12,0.583,11,16,0.688,4,8,1,0,1,4,6,25
La'Keshia Frett,LAS,F,31,658,31,18,658,77,161,0.478,0,0,,77,161,0.478,34,43,0.791,48,94,64,9,5,26,42,188
Jennifer Gillom,PHO,F-C,32,1095,32,32,1095,163,428,0.381,18,72,0.25,145,356,0.407,141,177,0.797,53,184,54,37,7,87,105,485
Adrienne Goodson,UTA,F,32,1068,32,31,1068,182,427,0.426,13,53,0.245,169,374,0.452,99,129,0.767,71,138,87,27,8,98,76,476
Yolanda Griffith*,SAC,C-F,29,979,29,29,979,200,370,0.541,0,1,0,200,369,0.542,145,235,0.617,141,329,45,73,54,66,91,545
Lady Grooms,SAC,F,32,450,32,1,450,27,72,0.375,0,2,0,27,70,0.386,44,63,0.698,23,54,39,11,2,36,21,98
Gordana Grubin,LAS,G,32,708,32,18,708,96,237,0.405,40,93,0.43,56,144,0.389,52,68,0.765,17,71,90,24,2,53,53,284
Wanda Guyton,DET,C,11,98,11,0,98,4,17,0.235,0,0,,4,17,0.235,13,16,0.813,8,26,2,2,2,10,21,21
Becky Hammon*,NYL,G,30,202,30,0,202,27,64,0.422,11,38,0.289,16,26,0.615,15,17,0.882,2,19,17,6,0,24,27,80
Kym Hampton,NYL,C,32,856,32,32,856,112,260,0.431,1,2,0.5,111,258,0.43,68,91,0.747,61,179,22,22,18,51,110,293
Lisa Harrison,PHO,F,32,828,32,23,828,81,171,0.474,1,10,0.1,80,161,0.497,30,44,0.682,47,130,53,23,5,35,65,193
Kristi Harrower,PHO,G,32,666,32,3,666,36,99,0.364,12,43,0.279,24,56,0.429,59,73,0.808,9,63,96,25,4,45,45,143
Tracy Henderson,CLE,C,27,308,27,0,308,27,87,0.31,0,0,,27,87,0.31,17,29,0.586,28,79,9,9,20,25,45,71
Sonja Henning,HOU,G,32,798,32,32,798,52,117,0.444,13,41,0.317,39,76,0.513,11,18,0.611,22,80,74,34,7,29,60,128
Chamique Holdsclaw,WAS,F,31,1061,31,30,1061,202,462,0.437,5,29,0.172,197,433,0.455,116,150,0.773,74,246,74,37,27,108,67,525
Kedra Holland-Corn,SAC,G,32,1034,32,32,1034,123,321,0.383,57,167,0.341,66,154,0.429,76,108,0.704,24,68,51,62,10,72,100,379
Jennifer Howard,CLE,G,4,15,4,0,15,0,4,0,0,3,0,0,1,0,0,0,,0,0,0,0,0,3,2,0
Dalma Ivanyi,UTA,G,14,67,14,1,67,4,12,0.333,0,4,0,4,8,0.5,3,4,0.75,3,5,7,4,0,11,18,11
Tammy Jackson,HOU,F-C,28,382,28,0,382,24,58,0.414,1,1,1,23,57,0.404,25,35,0.714,45,91,7,15,20,26,75,74
Adrienne Johnson,ORL,G,29,224,29,0,224,25,62,0.403,1,8,0.125,24,54,0.444,6,9,0.667,12,28,14,5,2,14,21,57
LaTonya Johnson,UTA,F,31,718,31,18,718,66,181,0.365,24,82,0.293,42,99,0.424,47,58,0.81,14,54,50,21,8,40,65,203
Niesa Johnson,CHA,G,31,296,31,0,296,15,50,0.3,6,23,0.261,9,27,0.333,11,12,0.917,3,18,43,10,2,27,19,47
Shannon Johnson,ORL,G,32,1147,32,32,1147,151,338,0.447,40,110,0.364,111,228,0.487,105,153,0.686,44,150,141,54,12,121,79,447
Vickie Johnson,NYL,G-F,32,1082,32,32,1082,165,394,0.419,25,71,0.352,140,323,0.433,72,86,0.837,43,142,106,44,1,65,77,427
Kellie Jolly Harper,CLE,G,1,4,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,2,0,0
Merlakia Jones,CLE,G,32,853,32,8,853,141,325,0.434,5,18,0.278,136,307,0.443,60,78,0.769,47,122,51,41,5,66,81,347
Andrea Kuklova,PHO,G-F,5,13,5,0,13,0,3,0,0,0,,0,3,0,0,0,,0,0,0,0,0,1,2,0
Venus Lacy,NYL,C,17,111,17,0,111,10,24,0.417,0,0,,10,24,0.417,12,15,0.8,7,20,1,3,4,14,24,32
Monica Lamb,HOU,C,3,36,3,0,36,4,10,0.4,0,0,,4,10,0.4,5,6,0.833,3,6,0,0,2,1,6,13
MerleLynn Lange-Harris,PHO,F-C,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,1,0
Krystyna Lara,UTA,G,25,204,25,0,204,23,68,0.338,10,33,0.303,13,35,0.371,6,6,1,1,13,23,10,2,36,29,62
Lisa Leslie*,LAS,C,32,930,32,32,930,182,390,0.467,22,52,0.423,160,338,0.473,114,156,0.731,72,248,56,36,49,94,136,500
Andrea Lloyd-Curry,MIN,F,32,899,32,31,899,75,200,0.375,30,90,0.333,45,110,0.409,34,45,0.756,38,138,91,30,12,62,92,214
Rebecca Lobo*,NYL,C,1,1,1,1,1,0,0,,0,0,,0,0,,0,0,,1,1,0,0,0,1,0,0
Mwadi Mabika,LAS,G,32,938,32,28,938,125,336,0.372,41,146,0.281,84,190,0.442,56,78,0.718,42,153,111,44,15,57,100,347
Clarisse Machanguana,LAS,C-F,28,245,28,0,245,24,49,0.49,0,0,,24,49,0.49,26,36,0.722,16,51,10,8,3,14,34,74
Sharon Manning,CHA,F-C,32,521,32,6,521,57,113,0.504,1,1,1,56,112,0.5,24,46,0.522,37,114,17,28,4,27,51,139
Rhonda Mapp,CHA,C,30,790,30,26,790,118,236,0.5,1,9,0.111,117,227,0.515,49,68,0.721,48,193,56,25,13,60,102,286
Monica Maxwell,WAS,F,20,141,20,0,141,11,50,0.22,7,33,0.212,4,17,0.235,5,9,0.556,3,22,10,5,1,11,9,34
Stephanie White,CHA,G-F,30,563,30,5,563,53,130,0.408,23,65,0.354,30,65,0.462,30,33,0.909,16,49,52,19,2,38,47,159
Suzie McConnell Serio,CLE,G,18,511,18,18,511,36,98,0.367,20,60,0.333,16,38,0.421,16,19,0.842,4,43,76,10,2,54,31,108
Nikki McCray,WAS,G,32,1043,32,32,1043,193,455,0.424,46,153,0.301,147,302,0.487,129,160,0.806,35,86,78,34,1,107,86,561
Carla McGhee,ORL,F,30,234,30,0,234,15,47,0.319,0,0,,15,47,0.319,15,18,0.833,22,46,8,8,3,22,38,45
Taj McWilliams-Franklin,ORL,F-C,32,1042,32,32,1042,153,319,0.48,20,45,0.444,133,274,0.485,94,141,0.667,81,239,51,57,38,80,96,420
Chasity Melvin,CLE,C-F,32,709,32,9,709,95,217,0.438,1,1,1,94,216,0.435,68,98,0.694,53,127,38,20,22,42,93,259
DeLisha Milton-Jones,LAS,F,32,835,32,32,835,125,236,0.53,0,1,0,125,235,0.532,68,86,0.791,60,176,50,47,17,71,112,318
Penny Moore,WAS,F,4,19,4,0,19,1,3,0.333,0,0,,1,3,0.333,0,0,,1,1,0,0,1,4,1,2
Yolanda Moore,ORL,F-C,23,114,23,0,114,10,21,0.476,0,1,0,10,20,0.5,6,12,0.5,4,13,1,4,0,13,21,26
Andrea Nagy,WAS,G,32,947,32,32,947,54,132,0.409,9,33,0.273,45,99,0.455,45,59,0.763,11,78,146,31,3,83,111,162
Astou Ndiaye-Diatta,DET,F,31,438,31,1,438,70,160,0.438,0,1,0,70,159,0.44,24,39,0.615,25,99,17,11,18,32,51,164
Eva Nemcova,CLE,F,31,925,31,28,925,124,296,0.419,34,93,0.366,90,203,0.443,62,63,0.984,27,114,50,31,22,81,50,344
Claudia Neves,DET,G,30,306,30,0,306,25,95,0.263,14,60,0.233,11,35,0.314,12,19,0.632,8,23,29,16,0,23,32,76
Mila Nikolich,HOU,F,7,29,7,0,29,4,11,0.364,1,4,0.25,3,7,0.429,1,2,0.5,3,5,1,0,0,3,3,10
Vanessa Nygaard,CLE,F,4,20,4,0,20,1,2,0.5,1,2,0.5,0,0,,0,0,,1,3,2,2,0,2,4,3
Heather Owen,WAS,F-C,17,235,17,0,235,10,25,0.4,0,0,,10,25,0.4,16,23,0.696,11,38,7,2,4,15,42,36
Murriel Page,WAS,F,32,916,32,26,916,105,183,0.574,0,0,,105,183,0.574,71,104,0.683,68,213,28,24,30,49,103,281
Ticha Penicheiro,SAC,G,32,1120,32,32,1120,71,222,0.32,6,38,0.158,65,184,0.353,87,131,0.664,29,155,226,67,5,135,87,235
Bridget Pettis,PHO,G,32,541,32,8,541,65,214,0.304,22,98,0.224,43,116,0.371,29,47,0.617,29,59,45,26,2,30,57,181
Tari Phillips,ORL,F-C,32,335,32,0,335,52,128,0.406,0,3,0,52,125,0.416,26,54,0.481,26,66,9,19,8,48,54,130
Angie Potthoff,MIN,F,32,710,32,25,710,53,140,0.379,3,18,0.167,50,122,0.41,18,33,0.545,26,85,37,24,5,35,84,127
Elaine Powell,ORL,G,18,256,18,0,256,17,33,0.515,1,9,0.111,16,24,0.667,12,22,0.545,9,23,32,9,4,19,22,47
Brandy Reed,MIN,F,25,757,25,24,757,168,366,0.459,13,38,0.342,155,328,0.473,53,70,0.757,55,151,64,29,17,63,57,402
Tracy Reid,CHA,F,10,154,10,3,154,21,49,0.429,0,1,0,21,48,0.438,6,14,0.429,7,23,9,1,2,17,12,48
Jennifer Rizzotti,HOU,G,25,242,25,0,242,14,40,0.35,7,26,0.269,7,14,0.5,7,12,0.583,2,27,19,18,1,16,21,42
Crystal Robinson,NYL,F,32,901,32,9,901,125,285,0.439,76,174,0.437,49,111,0.441,49,58,0.845,38,89,49,44,11,46,78,375
Nykesha Sales,ORL,F-G,32,1039,32,32,1039,153,397,0.385,36,109,0.33,117,288,0.406,95,118,0.805,44,135,91,69,8,69,97,437
Sheri Sam,ORL,G-F,32,1088,32,32,1088,134,345,0.388,41,125,0.328,93,220,0.423,55,80,0.688,39,146,77,41,9,64,112,364
Alessandra Santos de Oliveira,WAS,C,13,216,13,6,216,22,39,0.564,0,0,,22,39,0.564,7,22,0.318,19,42,1,1,2,16,25,51
Christy Smith,CHA,G,4,19,4,0,19,3,4,0.75,2,3,0.667,1,1,1,5,6,0.833,0,1,1,1,0,1,3,13
Charlotte Smith,CHA,F,32,746,32,24,746,62,188,0.33,8,56,0.143,54,132,0.409,41,58,0.707,46,115,58,10,7,50,87,173
Charmin Smith,MIN,G,13,56,13,0,56,1,9,0.111,0,4,0,1,5,0.2,8,10,0.8,2,9,2,1,0,5,10,10
Katie Smith*,MIN,G,30,971,30,29,971,113,292,0.387,52,136,0.382,61,156,0.391,72,94,0.766,42,88,60,19,10,55,106,350
Tangela Smith,SAC,C,31,632,31,3,632,104,235,0.443,1,2,0.5,103,233,0.442,47,72,0.653,46,119,17,26,38,38,72,256
Rachael Sporn,DET,F,18,340,18,10,340,44,94,0.468,0,1,0,44,93,0.473,18,28,0.643,26,59,27,15,4,16,45,106
Dawn Staley*,CHA,G,32,1065,32,32,1065,125,301,0.415,33,104,0.317,92,197,0.467,85,91,0.934,12,72,177,38,3,90,71,368
Kate Starbird,SAC,F-G,24,215,24,1,215,12,55,0.218,2,15,0.133,10,40,0.25,22,27,0.815,9,23,14,13,4,17,23,48
Maria Stepanova,PHO,C,32,554,32,2,554,96,198,0.485,1,2,0.5,95,196,0.485,55,88,0.625,62,164,24,13,62,43,86,248
Valerie Still,WAS,F,23,282,23,6,282,12,49,0.245,0,3,0,12,46,0.261,7,19,0.368,16,43,6,4,4,20,38,31
Andrea Stinson,CHA,G,32,1041,32,32,1041,174,378,0.46,21,68,0.309,153,310,0.494,65,88,0.739,32,113,93,32,18,67,56,434
Tora Suber,ORL,G,25,114,25,0,114,7,24,0.292,1,9,0.111,6,15,0.4,5,10,0.5,4,13,9,5,0,10,14,20
Sheryl Swoopes*,HOU,F-G,32,1100,32,32,1100,226,489,0.462,33,98,0.337,193,391,0.494,100,122,0.82,48,202,127,76,46,83,57,585
Sonja Tate,MIN,G,32,828,32,18,828,52,147,0.354,16,67,0.239,36,80,0.45,23,30,0.767,48,127,100,36,3,65,84,143
Tina Thompson*,HOU,F,32,1074,32,32,1074,142,339,0.419,39,111,0.351,103,228,0.452,68,87,0.782,67,206,28,31,31,72,95,391
Michele Timms*,PHO,G,30,804,30,29,804,68,192,0.354,31,89,0.348,37,103,0.359,38,49,0.776,17,79,151,43,7,89,87,205
Penny Toler,LAS,G,30,427,30,4,427,51,150,0.34,2,13,0.154,49,137,0.358,39,45,0.867,12,43,66,13,0,40,36,143
Elena Tornikidou,DET,F,11,86,11,0,86,9,23,0.391,0,0,,9,23,0.391,2,6,0.333,3,9,8,1,1,11,8,20
Chantel Tremitiere,UTA,G,20,191,20,0,191,9,29,0.31,2,8,0.25,7,21,0.333,1,1,1,3,19,22,6,0,13,28,21
Polina Tzekova,HOU,C,32,778,32,32,778,76,177,0.429,11,44,0.25,65,133,0.489,31,40,0.775,54,163,32,13,19,52,118,194
Amaya Valdemoro,HOU,F,17,92,17,0,92,13,35,0.371,2,5,0.4,11,30,0.367,12,16,0.75,4,13,9,11,0,12,16,40
Michele Van Gorp,NYL,C,21,117,21,0,117,8,24,0.333,0,0,,8,24,0.333,4,5,0.8,5,17,7,1,3,3,23,20
Coquese Washington,NYL,G,19,77,19,0,77,5,18,0.278,0,5,0,5,13,0.385,2,2,1,1,7,15,9,0,13,15,12
Teresa Weatherspoon*,NYL,G,32,1086,32,32,1086,80,190,0.421,31,82,0.378,49,108,0.454,38,56,0.679,22,104,205,78,3,80,91,229
Val Whiting-Raymond,DET,C-F,31,764,31,20,764,76,200,0.38,0,0,,76,200,0.38,50,110,0.455,66,207,49,40,31,46,84,202
Tamika Whitmore,NYL,F,27,573,27,1,573,80,184,0.435,1,8,0.125,79,176,0.449,53,78,0.679,43,96,18,16,6,56,78,214
Jennifer Whittle,WAS,C,3,18,3,0,18,0,2,0,0,0,,0,2,0,0,0,,0,3,0,1,1,5,1,0
Sue Wicks,NYL,F,32,938,32,30,938,91,226,0.403,2,15,0.133,89,211,0.422,32,52,0.615,76,223,45,41,43,63,123,216
Jamila Wideman,CLE,G,26,401,26,13,401,21,77,0.273,3,22,0.136,18,55,0.327,11,17,0.647,8,34,51,20,0,40,22,56
Natalie Williams,UTA,C,28,954,28,26,954,180,347,0.519,0,2,0,180,345,0.522,144,191,0.754,109,257,25,38,22,68,108,504
Rita Williams,WAS,G,31,312,31,0,312,31,62,0.5,19,34,0.559,12,28,0.429,23,36,0.639,7,37,30,21,1,26,41,104
Amanda Wilson,PHO,F,12,34,12,0,34,4,12,0.333,1,5,0.2,3,7,0.429,3,3,1,4,6,2,1,1,2,3,12
Sophia Witherspoon,NYL,G,32,581,32,23,581,97,245,0.396,28,78,0.359,69,167,0.413,49,69,0.71,20,47,37,33,2,48,54,271
Kara Wolters,HOU,C,10,41,10,0,41,3,13,0.231,0,0,,3,13,0.231,10,12,0.833,5,12,2,1,0,3,11,16
Tricia Bader Binford,TOT,G,16,106,16,0,106,2,16,0.125,1,10,0.1,1,6,0.167,2,2,1,3,13,12,6,1,7,20,7
Cindy Brown,TOT,F,30,646,30,21,646,57,178,0.32,8,40,0.2,49,138,0.355,56,81,0.691,49,146,32,34,14,47,61,178
Korie Hlede,TOT,G,32,685,32,11,685,111,267,0.416,21,53,0.396,90,214,0.421,72,82,0.878,31,85,53,30,3,54,83,315
Wendy Palmer,TOT,F,31,741,31,14,741,104,241,0.432,13,46,0.283,91,195,0.467,86,123,0.699,50,188,42,9,12,58,101,307
Nyree Roberts,TOT,C,12,79,12,0,79,6,11,0.545,0,0,,6,11,0.545,5,9,0.556,3,12,1,5,1,11,5,17
Olympia Scott,TOT,C,12,88,12,0,88,9,28,0.321,0,0,,9,28,0.321,7,12,0.583,8,20,5,1,3,8,21,25
Tricia Bader Binford,UTA,G,7,34,7,0,34,0,3,0,0,2,0,0,1,0,2,2,1,0,2,1,3,1,4,12,2
Cindy Brown,DET,F,21,490,21,21,490,46,146,0.315,7,30,0.233,39,116,0.336,45,65,0.692,35,113,22,25,12,35,45,144
Korie Hlede,DET,G,21,408,21,10,408,67,172,0.39,8,24,0.333,59,148,0.399,42,49,0.857,24,55,25,22,2,32,49,184
Wendy Palmer,UTA,F,20,446,20,4,446,57,141,0.404,9,30,0.3,48,111,0.432,44,68,0.647,23,83,30,3,8,32,57,167
Nyree Roberts,HOU,C,4,17,4,0,17,0,1,0,0,0,,0,1,0,1,2,0.5,1,2,0,0,0,1,0,1
Olympia Scott,UTA,C,4,36,4,0,36,3,10,0.3,0,0,,3,10,0.3,3,6,0.5,5,8,2,1,0,3,7,9
Tricia Bader Binford,CLE,G,9,72,9,0,72,2,13,0.154,1,8,0.125,1,5,0.2,0,0,,3,11,11,3,0,3,8,5
Cindy Brown,UTA,F,9,156,9,0,156,11,32,0.344,1,10,0.1,10,22,0.455,11,16,0.688,14,33,10,9,2,12,16,34
Korie Hlede,UTA,G,11,277,11,1,277,44,95,0.463,13,29,0.448,31,66,0.47,30,33,0.909,7,30,28,8,1,22,34,131
Wendy Palmer,DET,F,11,295,11,10,295,47,100,0.47,4,16,0.25,43,84,0.512,42,55,0.764,27,105,12,6,4,26,44,140
Nyree Roberts,WAS,C,8,62,8,0,62,6,10,0.6,0,0,,6,10,0.6,4,7,0.571,2,10,1,5,1,10,5,16
Olympia Scott,DET,C,8,52,8,0,52,6,18,0.333,0,0,,6,18,0.333,4,6,0.667,3,12,3,0,3,5,14,16
